indicator,pitc_reduction_year,test_reduction,scenario,mean,median,upper_CI,lower_CI,future_variability,future_value
FollowUpART1to2,2025,0,percent_change,0,0,0,0,test_reduction_only,0
FollowUpART1to2,2025,25,absolute_dif,4158.849849999995,4158.849849999995,4366.957562499995,3950.7421374999944,test_reduction_only,0
FollowUpART1to2,2025,25,baseline,53067.9089,53067.9089,54209.970590000004,51925.84721,test_reduction_only,0
FollowUpART1to2,2025,25,intervention,57226.75874999999,57226.75874999999,58576.9281525,55876.5893475,test_reduction_only,0
FollowUpART1to2,2025,25,percent_change,7.831512935806183,7.831512935806183,8.055126426468455,7.607899445143913,test_reduction_only,0
FollowUpART1to2,2025,50,absolute_dif,9885.074599999996,9885.074599999996,10514.576234999995,9255.572964999998,test_reduction_only,0
FollowUpART1to2,2025,50,baseline,53067.9089,53067.9089,54209.970590000004,51925.84721,test_reduction_only,0
FollowUpART1to2,2025,50,intervention,62952.9835,62952.9835,64724.546825,61181.420175,test_reduction_only,0
FollowUpART1to2,2025,50,percent_change,18.608480316156083,18.608480316156083,19.394230723250015,17.822729909062147,test_reduction_only,0
FollowUpART1to2,2025,75,absolute_dif,17606.9266,17606.9266,19028.363435000003,16185.489764999995,test_reduction_only,0
FollowUpART1to2,2025,75,baseline,53067.9089,53067.9089,54209.970590000004,51925.84721,test_reduction_only,0
FollowUpART1to2,2025,75,intervention,70674.8355,70674.8355,73238.334025,68111.336975,test_reduction_only,0
FollowUpART1to2,2025,75,percent_change,33.13123600795599,33.13123600795599,35.096750954277255,31.165721061634727,test_reduction_only,0
FollowUpART1to2,2025,100,absolute_dif,27095.672599999998,27095.672599999998,29789.568884999997,24401.776315,test_reduction_only,0
FollowUpART1to2,2025,100,baseline,53067.9089,53067.9089,54209.970590000004,51925.84721,test_reduction_only,0
FollowUpART1to2,2025,100,intervention,80163.5815,80163.5815,83999.539475,76327.623525,test_reduction_only,0
FollowUpART1to2,2025,100,percent_change,50.96359425360528,50.96359425360528,54.9431379042927,46.98405060291786,test_reduction_only,0
FollowUpART3to5,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
FollowUpART3to5,2025,0,baseline,141236.61080000002,141236.61080000002,141973.80187000002,140499.41973,test_reduction_only,0
FollowUpART3to5,2025,0,intervention,141236.61080000002,141236.61080000002,141973.80187000002,140499.41973,test_reduction_only,0
FollowUpART3to5,2025,0,percent_change,0,0,0,0,test_reduction_only,0
FollowUpART3to5,2025,25,absolute_dif,7663.508349999989,7663.508349999989,7953.861362499986,7373.155337499992,test_reduction_only,0
FollowUpART3to5,2025,25,baseline,141236.61080000002,141236.61080000002,141973.80187000002,140499.41973,test_reduction_only,0
FollowUpART3to5,2025,25,intervention,148900.11914999998,148900.11914999998,149346.9572075,148453.2810925,test_reduction_only,0
FollowUpART3to5,2025,25,percent_change,5.427359760600147,5.427359760600147,5.661267259598215,5.193452261602078,test_reduction_only,0
FollowUpART3to5,2025,50,absolute_dif,17053.677349999984,17053.677349999984,17999.893262499994,16107.461437499973,test_reduction_only,0
FollowUpART3to5,2025,50,baseline,141236.61080000002,141236.61080000002,141973.80187000002,140499.41973,test_reduction_only,0
FollowUpART3to5,2025,50,intervention,158290.28814999998,158290.28814999998,158499.3129925,158081.2633075,test_reduction_only,0
FollowUpART3to5,2025,50,percent_change,12.078783685134754,12.078783685134754,12.811780336164162,11.345787034105346,test_reduction_only,0
FollowUpART3to5,2025,75,absolute_dif,27588.706099999996,27588.706099999996,29753.747265000005,25423.664934999986,test_reduction_only,0
FollowUpART3to5,2025,75,baseline,141236.61080000002,141236.61080000002,141973.80187000002,140499.41973,test_reduction_only,0
FollowUpART3to5,2025,75,intervention,168825.3169,168825.3169,170253.166995,167397.466805,test_reduction_only,0
FollowUpART3to5,2025,75,percent_change,19.54313441141744,19.54313441141744,21.1780585246482,17.908210298186685,test_reduction_only,0
FollowUpART3to5,2025,100,absolute_dif,37187.00374999999,37187.00374999999,41140.70258749998,33233.30491249999,test_reduction_only,0
FollowUpART3to5,2025,100,baseline,141236.61080000002,141236.61080000002,141973.80187000002,140499.41973,test_reduction_only,0
FollowUpART3to5,2025,100,intervention,178423.61455,178423.61455,181640.1223175,175207.1067825,test_reduction_only,0
FollowUpART3to5,2025,100,percent_change,26.34656323754667,26.34656323754667,29.28342452687116,23.409701948222178,test_reduction_only,0
FollowUpART6to9,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
FollowUpART6to9,2025,0,baseline,299367.86994999996,299367.86994999996,301053.57697749994,297682.16292250005,test_reduction_only,0
FollowUpART6to9,2025,0,intervention,299367.86994999996,299367.86994999996,301053.57697749994,297682.16292250005,test_reduction_only,0
FollowUpART6to9,2025,0,percent_change,0,0,0,0,test_reduction_only,0
FollowUpART6to9,2025,25,absolute_dif,9909.928500000009,9909.928500000009,10574.618704999977,9245.238295000041,test_reduction_only,0
FollowUpART6to9,2025,25,baseline,299367.86994999996,299367.86994999996,301053.57697749994,297682.16292250005,test_reduction_only,0
FollowUpART6to9,2025,25,intervention,309277.79845,309277.79845,310298.81527250004,308256.78162749996,test_reduction_only,0
FollowUpART6to9,2025,25,percent_change,3.3117862517730092,3.3117862517730092,3.552465793870237,3.0711067096757816,test_reduction_only,0
FollowUpART6to9,2025,50,absolute_dif,20036.180700000026,20036.180700000026,21894.282660000015,18178.078740000037,test_reduction_only,0
FollowUpART6to9,2025,50,baseline,299367.86994999996,299367.86994999996,301053.57697749994,297682.16292250005,test_reduction_only,0
FollowUpART6to9,2025,50,intervention,319404.05065,319404.05065,319576.4455825,319231.6557175,test_reduction_only,0
FollowUpART6to9,2025,50,percent_change,6.696937164110198,6.696937164110198,7.355322013737462,6.038552314482933,test_reduction_only,0
FollowUpART6to9,2025,75,absolute_dif,26278.171850000013,26278.171850000013,29968.466467500006,22587.87723250002,test_reduction_only,0
FollowUpART6to9,2025,75,baseline,299367.86994999996,299367.86994999996,301053.57697749994,297682.16292250005,test_reduction_only,0
FollowUpART6to9,2025,75,intervention,325646.0418,325646.0418,327650.62939,323641.45421,test_reduction_only,0
FollowUpART6to9,2025,75,percent_change,8.785886219723462,8.785886219723462,10.068054182362575,7.5037182570843495,test_reduction_only,0
FollowUpART6to9,2025,100,absolute_dif,19604.22284999999,19604.22284999999,25368.419812499982,13840.0258875,test_reduction_only,0
FollowUpART6to9,2025,100,baseline,299367.86994999996,299367.86994999996,301053.57697749994,297682.16292250005,test_reduction_only,0
FollowUpART6to9,2025,100,intervention,318972.0928,318972.0928,323050.582735,314893.60286499996,test_reduction_only,0
FollowUpART6to9,2025,100,percent_change,6.560783201547151,6.560783201547151,8.52318235512656,4.59838404796774,test_reduction_only,0
MalesOver15,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
MalesOver15,2025,0,baseline,1380969700,1380969700,1381213850,1380725550,test_reduction_only,0
MalesOver15,2025,0,intervention,1380969700,1380969700,1381213850,1380725550,test_reduction_only,0
MalesOver15,2025,0,percent_change,0,0,0,0,test_reduction_only,0
MalesOver15,2025,25,absolute_dif,-1024700,-1024700,-986225,-1063175,test_reduction_only,0
MalesOver15,2025,25,baseline,1380969700,1380969700,1381213850,1380725550,test_reduction_only,0
MalesOver15,2025,25,intervention,1379945000,1379945000,1380227625,1379662375,test_reduction_only,0
MalesOver15,2025,25,percent_change,-0.07420203155684496,-0.07420203155684496,-0.07140282718182892,-0.077001235931861,test_reduction_only,0
MalesOver15,2025,50,absolute_dif,-2412300,-2412300,-2265715,-2558885,test_reduction_only,0
MalesOver15,2025,50,baseline,1380969700,1380969700,1381213850,1380725550,test_reduction_only,0
MalesOver15,2025,50,intervention,1378557400,1378557400,1378948135,1378166665,test_reduction_only,0
MalesOver15,2025,50,percent_change,-0.17468368777024063,-0.17468368777024063,-0.16403816164293378,-0.18532921389754747,test_reduction_only,0
MalesOver15,2025,75,absolute_dif,-4253450,-4253450,-3887367.5,-4619532.5,test_reduction_only,0
MalesOver15,2025,75,baseline,1380969700,1380969700,1381213850,1380725550,test_reduction_only,0
MalesOver15,2025,75,intervention,1376716250,1376716250,1377326482.5,1376106017.5,test_reduction_only,0
MalesOver15,2025,75,percent_change,-0.3080097891633161,-0.3080097891633161,-0.28144624429334236,-0.3345733340332899,test_reduction_only,0
MalesOver15,2025,100,absolute_dif,-6526850,-6526850,-5798912.5,-7254787.5,test_reduction_only,0
MalesOver15,2025,100,baseline,1380969700,1380969700,1381213850,1380725550,test_reduction_only,0
MalesOver15,2025,100,intervention,1374442850,1374442850,1375414937.5,1373470762.5,test_reduction_only,0
MalesOver15,2025,100,percent_change,-0.47263838055478413,-0.47263838055478413,-0.4198427655165885,-0.5254339955929798,test_reduction_only,0
NewAdultHIV,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
NewAdultHIV,2025,0,baseline,3788054.4000000004,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
NewAdultHIV,2025,0,intervention,3788054.4000000004,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
NewAdultHIV,2025,0,percent_change,0,0,0,0,test_reduction_only,0
NewAdultHIV,2025,25,absolute_dif,424053.69999999995,424053.69999999995,448339.31,399768.0899999999,test_reduction_only,0
NewAdultHIV,2025,25,baseline,3788054.4000000004,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
NewAdultHIV,2025,25,intervention,4212108.1,4212108.1,4329474.5200000005,4094741.6799999997,test_reduction_only,0
NewAdultHIV,2025,25,percent_change,11.184525994416992,11.184525994416992,11.550808025892998,10.818243962940986,test_reduction_only,0
NewAdultHIV,2025,50,absolute_dif,987617.7999999996,987617.7999999996,1059156.2199999995,916079.3799999998,test_reduction_only,0
NewAdultHIV,2025,50,baseline,3788054.4000000004,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
NewAdultHIV,2025,50,intervention,4775672.199999999,4775672.199999999,4940291.43,4611052.97,test_reduction_only,0
NewAdultHIV,2025,50,percent_change,26.03790257034535,26.03790257034535,27.286620893411452,24.789184247279245,test_reduction_only,0
NewAdultHIV,2025,75,absolute_dif,1715161.8499999999,1715161.8499999999,1868298.6675,1562025.0324999997,test_reduction_only,0
NewAdultHIV,2025,75,baseline,3788054.4000000004,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
NewAdultHIV,2025,75,intervention,5503216.25,5503216.25,5749433.8774999995,5256998.6225000005,test_reduction_only,0
NewAdultHIV,2025,75,percent_change,45.19834461352177,45.19834461352177,48.13034665201262,42.26634257503092,test_reduction_only,0
NewAdultHIV,2025,100,absolute_dif,2575802.95,2575802.95,2849000.1975000002,2302605.7024999997,test_reduction_only,0
NewAdultHIV,2025,100,baseline,3788054.4000000004,3788054.4000000004,3881135.2100000004,3694973.59,test_reduction_only,0
NewAdultHIV,2025,100,intervention,6363857.35,6363857.35,6730135.407500001,5997579.2924999995,test_reduction_only,0
NewAdultHIV,2025,100,percent_change,67.8470748678069,67.8470748678069,73.39199630958288,62.302153426030905,test_reduction_only,0
NewDiagnosesPregnancy,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
NewDiagnosesPregnancy,2025,0,baseline,260519.5525,260519.5525,263304.846575,257734.25842499998,test_reduction_only,0
NewDiagnosesPregnancy,2025,0,intervention,260519.5525,260519.5525,263304.846575,257734.25842499998,test_reduction_only,0
NewDiagnosesPregnancy,2025,0,percent_change,0,0,0,0,test_reduction_only,0
NewDiagnosesPregnancy,2025,25,absolute_dif,96542.54750000002,96542.54750000002,98883.80492500003,94201.290075,test_reduction_only,0
NewDiagnosesPregnancy,2025,25,baseline,260519.5525,260519.5525,263304.846575,257734.25842499998,test_reduction_only,0
NewDiagnosesPregnancy,2025,25,intervention,357062.1,357062.1,362188.65150000004,351935.5485,test_reduction_only,0
NewDiagnosesPregnancy,2025,25,percent_change,37.051743982150356,37.051743982150356,37.55430027115712,36.5491876931436,test_reduction_only,0
NewDiagnosesPregnancy,2025,50,absolute_dif,252919.65250000003,252919.65250000003,263230.160675,242609.14432500003,test_reduction_only,0
NewDiagnosesPregnancy,2025,50,baseline,260519.5525,260519.5525,263304.846575,257734.25842499998,test_reduction_only,0
NewDiagnosesPregnancy,2025,50,intervention,513439.205,513439.205,526535.00725,500343.40275,test_reduction_only,0
NewDiagnosesPregnancy,2025,50,percent_change,97.04819849625494,97.04819849625494,99.96829811234404,94.12809888016585,test_reduction_only,0
NewDiagnosesPregnancy,2025,75,absolute_dif,500366.6875,500366.6875,532731.507425,468001.867575,test_reduction_only,0
NewDiagnosesPregnancy,2025,75,baseline,260519.5525,260519.5525,263304.846575,257734.25842499998,test_reduction_only,0
NewDiagnosesPregnancy,2025,75,intervention,760886.24,760886.24,796036.3539999999,725736.126,test_reduction_only,0
NewDiagnosesPregnancy,2025,75,percent_change,191.94206763316768,191.94206763316768,202.3131390665799,181.57099619975546,test_reduction_only,0
NewDiagnosesPregnancy,2025,100,absolute_dif,851474.2975000001,851474.2975000001,930687.0659250001,772261.529075,test_reduction_only,0
NewDiagnosesPregnancy,2025,100,baseline,260519.5525,260519.5525,263304.846575,257734.25842499998,test_reduction_only,0
NewDiagnosesPregnancy,2025,100,intervention,1111993.85,1111993.85,1193991.9125,1029995.7875,test_reduction_only,0
NewDiagnosesPregnancy,2025,100,percent_change,326.5181617531812,326.5181617531812,353.4329467430294,299.6033767633329,test_reduction_only,0
OnART200to349,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
OnART200to349,2025,0,baseline,20158057.5,20158057.5,20286098.025000002,20030016.974999998,test_reduction_only,0
OnART200to349,2025,0,intervention,20158057.5,20158057.5,20286098.025000002,20030016.974999998,test_reduction_only,0
OnART200to349,2025,0,percent_change,0,0,0,0,test_reduction_only,0
OnART200to349,2025,25,absolute_dif,809210.5,809210.5,844170.025,774250.975,test_reduction_only,0
OnART200to349,2025,25,baseline,20158057.5,20158057.5,20286098.025000002,20030016.974999998,test_reduction_only,0
OnART200to349,2025,25,intervention,20967268,20967268,21060349,20874187,test_reduction_only,0
OnART200to349,2025,25,percent_change,4.015727876198467,4.015727876198467,4.214662143824482,3.816793608572453,test_reduction_only,0
OnART200to349,2025,50,absolute_dif,1853024,1853024,1948672.85,1757375.15,test_reduction_only,0
OnART200to349,2025,50,baseline,20158057.5,20158057.5,20286098.025000002,20030016.974999998,test_reduction_only,0
OnART200to349,2025,50,intervention,22011081.5,22011081.5,22043473.174999997,21978689.825000003,test_reduction_only,0
OnART200to349,2025,50,percent_change,9.196223655459704,9.196223655459704,9.729130871587175,8.663316439332233,test_reduction_only,0
OnART200to349,2025,75,absolute_dif,3181486.5,3181486.5,3384858.225,2978114.775,test_reduction_only,0
OnART200to349,2025,75,baseline,20158057.5,20158057.5,20286098.025000002,20030016.974999998,test_reduction_only,0
OnART200to349,2025,75,intervention,23339544,23339544,23414875.200000003,23264212.799999997,test_reduction_only,0
OnART200to349,2025,75,percent_change,15.790510244202686,15.790510244202686,16.899694386657163,14.681326101748207,test_reduction_only,0
OnART200to349,2025,100,absolute_dif,4741318,4741318,5120293.899999999,4362342.100000001,test_reduction_only,0
OnART200to349,2025,100,baseline,20158057.5,20158057.5,20286098.025000002,20030016.974999998,test_reduction_only,0
OnART200to349,2025,100,intervention,24899375.5,24899375.5,25150310.875,24648440.125,test_reduction_only,0
OnART200to349,2025,100,percent_change,23.53499256061851,23.53499256061851,25.564504719879523,21.505480401357495,test_reduction_only,0
OnART350to499,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
OnART350to499,2025,0,baseline,41618167,41618167,41838691.45,41397642.55,test_reduction_only,0
OnART350to499,2025,0,intervention,41618167,41618167,41838691.45,41397642.55,test_reduction_only,0
OnART350to499,2025,0,percent_change,0,0,0,0,test_reduction_only,0
OnART350to499,2025,25,absolute_dif,1141689,1141689,1192680.25,1090697.75,test_reduction_only,0
OnART350to499,2025,25,baseline,41618167,41618167,41838691.45,41397642.55,test_reduction_only,0
OnART350to499,2025,25,intervention,42759856,42759856,42929389.2,42590322.800000004,test_reduction_only,0
OnART350to499,2025,25,percent_change,2.7440514331740404,2.7440514331740404,2.881113102254094,2.6069897640939863,test_reduction_only,0
OnART350to499,2025,50,absolute_dif,2529466,2529466,2663276.35,2395655.65,test_reduction_only,0
OnART350to499,2025,50,baseline,41618167,41618167,41838691.45,41397642.55,test_reduction_only,0
OnART350to499,2025,50,intervention,44147633,44147633,44234347.099999994,44060918.900000006,test_reduction_only,0
OnART350to499,2025,50,percent_change,6.0798697488393145,6.0798697488393145,6.4336045717216965,5.726134925956932,test_reduction_only,0
OnART350to499,2025,75,absolute_dif,4171823,4171823,4435204.8,3908441.2,test_reduction_only,0
OnART350to499,2025,75,baseline,41618167,41618167,41838691.45,41397642.55,test_reduction_only,0
OnART350to499,2025,75,intervention,45789990,45789990,45832847.35,45747132.65,test_reduction_only,0
OnART350to499,2025,75,percent_change,10.028070683357564,10.028070683357564,10.714059923873817,9.34208144284131,test_reduction_only,0
OnART350to499,2025,100,absolute_dif,5956201.5,5956201.5,6399710.425,5512692.575,test_reduction_only,0
OnART350to499,2025,100,baseline,41618167,41618167,41838691.45,41397642.55,test_reduction_only,0
OnART350to499,2025,100,intervention,47574368.5,47574368.5,47797352.975,47351384.025,test_reduction_only,0
OnART350to499,2025,100,percent_change,14.31824427118375,14.31824427118375,15.459774974418913,13.176713567948585,test_reduction_only,0
OnARTover500,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
OnARTover500,2025,0,baseline,195795325,195795325,196583658.75,195006991.25,test_reduction_only,0
OnARTover500,2025,0,intervention,195795325,195795325,196583658.75,195006991.25,test_reduction_only,0
OnARTover500,2025,0,percent_change,0,0,0,0,test_reduction_only,0
OnARTover500,2025,25,absolute_dif,394745,394745,527255.75,262234.25,test_reduction_only,0
OnARTover500,2025,25,baseline,195795325,195795325,196583658.75,195006991.25,test_reduction_only,0
OnARTover500,2025,25,intervention,196190070,196190070,197110914.5,195269225.5,test_reduction_only,0
OnARTover500,2025,25,percent_change,0.20131272851993925,0.20131272851993925,0.26818037912295106,0.1344450779169274,test_reduction_only,0
OnARTover500,2025,50,absolute_dif,432420,432420,720574.0000000001,144265.99999999994,test_reduction_only,0
OnARTover500,2025,50,baseline,195795325,195795325,196583658.75,195006991.25,test_reduction_only,0
OnARTover500,2025,50,intervention,196227745,196227745,197304232.75,195151257.25,test_reduction_only,0
OnARTover500,2025,50,percent_change,0.22020045956558168,0.22020045956558168,0.36648489483470237,0.07391602429646099,test_reduction_only,0
OnARTover500,2025,75,absolute_dif,-254170,-254170,113176.00000000007,-621516,test_reduction_only,0
OnARTover500,2025,75,baseline,195795325,195795325,196583658.75,195006991.25,test_reduction_only,0
OnARTover500,2025,75,intervention,195541155,195541155,196696834.75,194385475.25,test_reduction_only,0
OnARTover500,2025,75,percent_change,-0.13065349370177676,-0.13065349370177676,0.05748990838732081,-0.3187968957908743,test_reduction_only,0
OnARTover500,2025,100,absolute_dif,-1902175,-1902175,-1699240.75,-2105109.25,test_reduction_only,0
OnARTover500,2025,100,baseline,195795325,195795325,196583658.75,195006991.25,test_reduction_only,0
OnARTover500,2025,100,intervention,193893150,193893150,194884418,192901882,test_reduction_only,0
OnARTover500,2025,100,percent_change,-0.971991815252194,-0.971991815252194,-0.8644321533823967,-1.0795514771219912,test_reduction_only,0
OnARTunder200,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
OnARTunder200,2025,0,baseline,3948139.3499999996,3948139.3499999996,3965588.4275,3930690.2724999995,test_reduction_only,0
OnARTunder200,2025,0,intervention,3948139.3499999996,3948139.3499999996,3965588.4275,3930690.2724999995,test_reduction_only,0
OnARTunder200,2025,0,percent_change,0,0,0,0,test_reduction_only,0
OnARTunder200,2025,25,absolute_dif,219812.7000000002,219812.7000000002,230824.0550000001,208801.34500000026,test_reduction_only,0
OnARTunder200,2025,25,baseline,3948139.3499999996,3948139.3499999996,3965588.4275,3930690.2724999995,test_reduction_only,0
OnARTunder200,2025,25,intervention,4167952.05,4167952.05,4174389.7725,4161514.3275,test_reduction_only,0
OnARTunder200,2025,25,percent_change,5.568987365246607,5.568987365246607,5.872499750677658,5.265474979815556,test_reduction_only,0
OnARTunder200,2025,50,absolute_dif,514601.6000000003,514601.6000000003,545074.1800000005,484129.0200000002,test_reduction_only,0
OnARTunder200,2025,50,baseline,3948139.3499999996,3948139.3499999996,3965588.4275,3930690.2724999995,test_reduction_only,0
OnARTunder200,2025,50,intervention,4462740.95,4462740.95,4475764.452500001,4449717.4475,test_reduction_only,0
OnARTunder200,2025,50,percent_change,13.038090107430993,13.038090107430993,13.86753414535143,12.208646069510557,test_reduction_only,0
OnARTunder200,2025,75,absolute_dif,906447.0000000002,906447.0000000002,972797.9450000001,840096.0550000004,test_reduction_only,0
OnARTunder200,2025,75,baseline,3948139.3499999996,3948139.3499999996,3965588.4275,3930690.2724999995,test_reduction_only,0
OnARTunder200,2025,75,intervention,4854586.35,4854586.35,4903488.217499999,4805684.482500001,test_reduction_only,0
OnARTunder200,2025,75,percent_change,22.967566939202204,22.967566939202204,24.74963609426092,21.185497784143486,test_reduction_only,0
OnARTunder200,2025,100,absolute_dif,1386869.45,1386869.45,1514486.8925,1259252.0074999998,test_reduction_only,0
OnARTunder200,2025,100,baseline,3948139.3499999996,3948139.3499999996,3965588.4275,3930690.2724999995,test_reduction_only,0
OnARTunder200,2025,100,intervention,5335008.8,5335008.8,5445177.165,5224840.435,test_reduction_only,0
OnARTunder200,2025,100,percent_change,35.143755155110796,35.143755155110796,38.5314193613761,31.75609094884549,test_reduction_only,0
PreART200to349F,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
PreART200to349F,2025,0,baseline,1430093.9,1430093.9,1437271.72,1422916.08,test_reduction_only,0
PreART200to349F,2025,0,intervention,1430093.9,1430093.9,1437271.72,1422916.08,test_reduction_only,0
PreART200to349F,2025,0,percent_change,0,0,0,0,test_reduction_only,0
PreART200to349F,2025,25,absolute_dif,387828.35,387828.35,388896.3875000001,386760.3124999998,test_reduction_only,0
PreART200to349F,2025,25,baseline,1430093.9,1430093.9,1437271.72,1422916.08,test_reduction_only,0
PreART200to349F,2025,25,intervention,1817922.25,1817922.25,1826168.1075000002,1809676.3924999998,test_reduction_only,0
PreART200to349F,2025,25,percent_change,27.119424529262815,27.119424529262815,27.180857276982824,27.05799178154281,test_reduction_only,0
PreART200to349F,2025,50,absolute_dif,961210.85,961210.85,970712.7025,951708.9974999999,test_reduction_only,0
PreART200to349F,2025,50,baseline,1430093.9,1430093.9,1437271.72,1422916.08,test_reduction_only,0
PreART200to349F,2025,50,intervention,2391304.75,2391304.75,2393628.7825,2388980.7175,test_reduction_only,0
PreART200to349F,2025,50,percent_change,67.21869982389728,67.21869982389728,68.2205004594849,66.21689918830967,test_reduction_only,0
PreART200to349F,2025,75,absolute_dif,1806710.1,1806710.1,1860922.9900000002,1752497.2099999997,test_reduction_only,0
PreART200to349F,2025,75,baseline,1430093.9,1430093.9,1437271.72,1422916.08,test_reduction_only,0
PreART200to349F,2025,75,intervention,3236804,3236804,3283839.07,3189768.93,test_reduction_only,0
PreART200to349F,2025,75,percent_change,126.35967736389179,126.35967736389179,130.78475463984975,121.93460008793382,test_reduction_only,0
PreART200to349F,2025,100,absolute_dif,2945330.9000000004,2945330.9000000004,3111559.0500000003,2779102.7500000005,test_reduction_only,0
PreART200to349F,2025,100,baseline,1430093.9,1430093.9,1437271.72,1422916.08,test_reduction_only,0
PreART200to349F,2025,100,intervention,4375424.800000001,4375424.800000001,4534475.130000001,4216374.470000001,test_reduction_only,0
PreART200to349F,2025,100,percent_change,206.0240656709085,206.0240656709085,218.68170910191253,193.36642223990444,test_reduction_only,0
PreART200to349M,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
PreART200to349M,2025,0,baseline,1079282.23,1079282.23,1180124.179,978440.281,test_reduction_only,0
PreART200to349M,2025,0,intervention,1079282.23,1079282.23,1180124.179,978440.281,test_reduction_only,0
PreART200to349M,2025,0,percent_change,0,0,0,0,test_reduction_only,0
PreART200to349M,2025,25,absolute_dif,357561.22000000003,357561.22000000003,358180.11650000006,356942.3235,test_reduction_only,0
PreART200to349M,2025,25,baseline,1079282.23,1079282.23,1180124.179,978440.281,test_reduction_only,0
PreART200to349M,2025,25,intervention,1436843.45,1436843.45,1537066.5025,1336620.3975,test_reduction_only,0
PreART200to349M,2025,25,percent_change,33.459128115071124,33.459128115071124,36.64270072050953,30.275555509632724,test_reduction_only,0
PreART200to349M,2025,50,absolute_dif,847531.9700000002,847531.9700000002,864801.089,830262.8510000003,test_reduction_only,0
PreART200to349M,2025,50,baseline,1079282.23,1079282.23,1180124.179,978440.281,test_reduction_only,0
PreART200to349M,2025,50,intervention,1926814.2000000002,1926814.2000000002,2010387.03,1843241.37,test_reduction_only,0
PreART200to349M,2025,50,percent_change,79.46166263730603,79.46166263730603,88.48616110526136,70.4371641693507,test_reduction_only,0
PreART200to349M,2025,75,absolute_dif,1505140.47,1505140.47,1568622.149,1441658.7909999997,test_reduction_only,0
PreART200to349M,2025,75,baseline,1079282.23,1079282.23,1180124.179,978440.281,test_reduction_only,0
PreART200to349M,2025,75,intervention,2584422.7,2584422.7,2621782.9699999997,2547062.43,test_reduction_only,0
PreART200to349M,2025,75,percent_change,141.43458849269302,141.43458849269302,160.5312685701702,122.33790841521585,test_reduction_only,0
PreART200to349M,2025,100,absolute_dif,2317389.52,2317389.52,2468127.7965,2166651.2435,test_reduction_only,0
PreART200to349M,2025,100,baseline,1079282.23,1079282.23,1180124.179,978440.281,test_reduction_only,0
PreART200to349M,2025,100,intervention,3396671.75,3396671.75,3446568.0775000006,3346775.4224999994,test_reduction_only,0
PreART200to349M,2025,100,percent_change,218.27311032815035,218.27311032815035,252.63382940510832,183.9123912511924,test_reduction_only,0
PreART350to499F,2025,0,absolute_dif,0,0,0,0,test_reduction_only,0
PreART350to499F,2025,0,baseline,2155243.9000000004,2155243.9000000004,2188955.315,2121532.4850000003,test_reduction_only,0
PreART350to499F,2025,0,intervention,2155243.9000000004,2155243.9000000004,2188955.315,2121532.4850000003,test_reduction_only,0
PreART350to499F,2025,0,percent_change,0,0,0,0,test_reduction_only,0
PreART350to499F,2025,25,absolute_dif,485481.2999999998,485481.2999999998,486810.6349999996,484151.965,test_reduction_only,0
PreART350to499F,2025,25,baseline,2155243.9000000004,2155243.9000000004,2188955.315,2121532.4850000003,test_reduction_only,0
PreART350to499F,2025,25,intervention,2640725.2,2640725.2,2673107.2800000003,2608343.1199999996,test_reduction_only,0
PreART350to499F,2025,25,percent_change,22.532762552055026,22.532762552055026,22.946889607229043,22.118635496881005,test_reduction_only,0
PreART350to499F,2025,50,absolute_dif,1169067.45,1169067.45,1187638.5725,1150496.3275,test_reduction_only,0
PreART350to499F,2025,50,baseline,2155243.9000000004,2155243.9000000004,2188955.315,2121532.4850000003,test_reduction_only,0
PreART350to499F,2025,50,intervention,3324311.35,3324311.35,3339451.6424999996,3309171.0575000006,test_reduction_only,0
PreART350to499F,2025,50,percent_change,54.27257719362288,54.27257719362288,55.983157431383326,52.561996955862426,test_reduction_only,0
PreART350to499F,2025,75,absolute_dif,2120630.8499999996,2120630.8499999996,2194146.3625,2047115.3375000001,test_reduction_only,0
PreART350to499F,2025,75,baseline,2155243.9000000004,2155243.9000000004,2188955.315,2121532.4850000003,test_reduction_only,0
PreART350to499F,2025,75,intervention,4275874.75,4275874.75,4315678.8475,4236070.6525,test_reduction_only,0
PreART350to499F,2025,75,percent_change,98.47982214986479,98.47982214986479,103.4312085816372,93.52843571809237,test_reduction_only,0
PreART350to499F,2025,100,absolute_dif,3330467.0999999996,3330467.0999999996,3521337.3950000005,3139596.8049999992,test_reduction_only,0
