year,modeled_scenario,indicator,mean,upper_CI,lower_CI,type,group
2091,No PrEP + No VMMC,IncPrevRatio15plus,0.02074435,0.02257457749999999,0.017841535,Incidence:Prevalence ratio,15+ years
2091,No PrEP + No VMMC,IncPrevRatio15to49,0.05111598,0.05297771749999999,0.04886497000000001,Incidence:Prevalence ratio,15-49 years
2091,No PrEP + No VMMC,NewAdultHIV,81237.18,101351.04,53804.947499999995,New HIV infections,15-49 years
2091,No PrEP + No VMMC,NewHIV15to49,61989.08,77566.915,38196.565,New HIV infections,15+ years
2091,No PrEP + No VMMC,Prev15plus,0.06108373,0.070751465,0.047415245,HIV prevalence,15+ years
2091,No PrEP + No VMMC,Prev15to49,0.03395271,0.04150677499999999,0.021902465,HIV prevalence,15-49 years
2091,No PrEP + No VMMC,TotHIV15,3865485,4478618.75,3007102.25,Total living with HIV,15+ years
2091,No PrEP + No VMMC,TotHIV15to49,1206533.1,1474015.5,778243.225,Total living with HIV,15-49 years
2091,No PrEP + No VMMC,Total15plus,63283340,63464817.5,63122850,Total population,15+ years
2091,No PrEP + No VMMC,Total15to49,35529630,35638182.5,35408152.5,Total population,15-49 years
2092,No PrEP + No VMMC,ARTcoverage15to49,0.6632157,0.683443,0.645247375,ART coverage,15-49 years
2092,No PrEP + No VMMC,ARTcoverageAdult,0.747356,0.7618856249999999,0.7348148750000001,ART coverage,15+ years
2092,No PrEP + No VMMC,HIVinc15plus,0.0013576674,0.00171073825,8.786928e-4,HIV incidence,15+ years
2092,No PrEP + No VMMC,HIVinc15to49,0.00180121,0.002266421,0.0010893945,HIV incidence,15-49 years
2092,No PrEP + No VMMC,IncPrevRatio15plus,0.02091132,0.022726015,0.01804317,Incidence:Prevalence ratio,15+ years
2092,No PrEP + No VMMC,IncPrevRatio15to49,0.05133608,0.05317038,0.0491429575,Incidence:Prevalence ratio,15-49 years
2092,No PrEP + No VMMC,NewAdultHIV,80822.98999999999,100998.4275,53261.475000000006,New HIV infections,15-49 years
2092,No PrEP + No VMMC,NewHIV15to49,61588.02,77168.0575,37760.8,New HIV infections,15+ years
2092,No PrEP + No VMMC,Prev15plus,0.06029636,0.07005597,0.0464239775,HIV prevalence,15+ years
2092,No PrEP + No VMMC,Prev15to49,0.0336855,0.0412736225,0.02158351,HIV prevalence,15-49 years
2092,No PrEP + No VMMC,TotHIV15,3814823,4433738.25,2943540.5,Total living with HIV,15+ years
2092,No PrEP + No VMMC,TotHIV15to49,1193703.8,1461674.5,764713.5499999999,Total living with HIV,15-49 years
2092,No PrEP + No VMMC,Total15plus,63269500,63450947.5,63108170,Total population,15+ years
2092,No PrEP + No VMMC,Total15to49,35430390,35540725,35307827.5,Total population,15-49 years
2093,No PrEP + No VMMC,ARTcoverage15to49,0.6625897,0.68265335,0.6446798499999999,ART coverage,15-49 years
2093,No PrEP + No VMMC,ARTcoverageAdult,0.7466873,0.761123875,0.73417625,ART coverage,15+ years
2093,No PrEP + No VMMC,HIVinc15plus,0.0013502067,0.00170408975,8.69361475e-4,HIV incidence,15+ years
2093,No PrEP + No VMMC,HIVinc15to49,0.001794341,0.0022606325,0.00107998225,HIV incidence,15-49 years
2093,No PrEP + No VMMC,IncPrevRatio15plus,0.02107441,0.022872475,0.01824405749999999,Incidence:Prevalence ratio,15+ years
2093,No PrEP + No VMMC,IncPrevRatio15to49,0.05154828,0.0533554975,0.04941411,Incidence:Prevalence ratio,15-49 years
2093,No PrEP + No VMMC,NewAdultHIV,80411.37,100643.7925,52728.6175,New HIV infections,15-49 years
2093,No PrEP + No VMMC,NewHIV15to49,61192.86,76773.095,37336.2975,New HIV infections,15+ years
2093,No PrEP + No VMMC,Prev15plus,0.05954265,0.06939234,0.0454710675,HIV prevalence,15+ years
2093,No PrEP + No VMMC,Prev15to49,0.03343062,0.041051905,0.02127832,HIV prevalence,15-49 years
2093,No PrEP + No VMMC,TotHIV15,3765843,4390351,2882080.25,Total living with HIV,15+ years
2093,No PrEP + No VMMC,TotHIV15to49,1181285.4,1449692.5,751683,Total living with HIV,15-49 years
2093,No PrEP + No VMMC,Total15plus,63247690,63428945,63085590,Total population,15+ years
2093,No PrEP + No VMMC,Total15to49,35328700,35440967.5,35205080,Total population,15-49 years
2094,No PrEP + No VMMC,ARTcoverage15to49,0.6619845,0.681880475,0.6441331,ART coverage,15-49 years
2094,No PrEP + No VMMC,ARTcoverageAdult,0.7460331,0.7603658,0.733557625,ART coverage,15+ years
2094,No PrEP + No VMMC,HIVinc15plus,0.0013429994,0.00169768225,8.603504e-4,HIV incidence,15+ years
2094,No PrEP + No VMMC,HIVinc15to49,0.001787725,0.0022550805,0.001070911,HIV incidence,15-49 years
2094,No PrEP + No VMMC,IncPrevRatio15plus,0.02123367999999999,0.02301405749999999,0.0184440975,Incidence:Prevalence ratio,15+ years
2094,No PrEP + No VMMC,IncPrevRatio15to49,0.05175085,0.0535313925,0.0496761275,Incidence:Prevalence ratio,15-49 years
2094,No PrEP + No VMMC,NewAdultHIV,80002.02,100287.82,52205.8425,New HIV infections,15-49 years
2094,No PrEP + No VMMC,NewHIV15to49,60803.68,76382.27249999999,36922.735,New HIV infections,15+ years
2094,No PrEP + No VMMC,Prev15plus,0.05882081999999999,0.06875888499999999,0.04455484750000001,HIV prevalence,15+ years
2094,No PrEP + No VMMC,Prev15to49,0.03318826,0.04084204500000001,0.02098681749999999,HIV prevalence,15-49 years
2094,No PrEP + No VMMC,TotHIV15,3718448,4348354.75,2822631.5,Total living with HIV,15+ years
2094,No PrEP + No VMMC,TotHIV15to49,1169299.8,1438097.25,739164.15,Total living with HIV,15-49 years
2094,No PrEP + No VMMC,Total15plus,63218010,63398965,63055077.5,Total population,15+ years
2094,No PrEP + No VMMC,Total15to49,35225280,35339410,35100477.5,Total population,15-49 years
2095,No PrEP + No VMMC,ARTcoverage15to49,0.6614042,0.681129825,0.643611575,ART coverage,15-49 years
2095,No PrEP + No VMMC,ARTcoverageAdult,0.7453933,0.759611625,0.73295845,ART coverage,15+ years
2095,No PrEP + No VMMC,HIVinc15plus,0.0013360139,0.00169146699999999,8.516132750000001e-4,HIV incidence,15+ years
2095,No PrEP + No VMMC,HIVinc15to49,0.001781336,0.00224973175,0.001062163,HIV incidence,15-49 years
2095,No PrEP + No VMMC,IncPrevRatio15plus,0.02138883,0.02315064,0.018642635,Incidence:Prevalence ratio,15+ years
2095,No PrEP + No VMMC,IncPrevRatio15to49,0.05194248,0.05369692,0.0499123,Incidence:Prevalence ratio,15-49 years
2095,No PrEP + No VMMC,NewAdultHIV,79593.28,99927.915,51690.8625,New HIV infections,15-49 years
2095,No PrEP + No VMMC,NewHIV15to49,60420.7,75996.02249999999,36520.0575,New HIV infections,15+ years
2095,No PrEP + No VMMC,Prev15plus,0.05812913,0.0681537275,0.0436736075,HIV prevalence,15+ years
2095,No PrEP + No VMMC,Prev15to49,0.03295848,0.0406440425,0.0207089025,HIV prevalence,15-49 years
2095,No PrEP + No VMMC,TotHIV15,3672547,4307652.75,2765108.75,Total living with HIV,15+ years
2095,No PrEP + No VMMC,TotHIV15to49,1157775.7,1426918.75,727161.8,Total living with HIV,15-49 years
2095,No PrEP + No VMMC,Total15plus,63180490,63361130,63016665,Total population,15+ years
2095,No PrEP + No VMMC,Total15to49,35120860,35236875,34994930,Total population,15-49 years
2096,No PrEP + No VMMC,ARTcoverage15to49,0.6608531,0.6804053999999999,0.6431188250000001,ART coverage,15-49 years
2096,No PrEP + No VMMC,ARTcoverageAdult,0.744768,0.7588611250000001,0.7323788250000001,ART coverage,15+ years
2096,No PrEP + No VMMC,HIVinc15plus,0.0013292506,0.00168546275,8.431532e-4,HIV incidence,15+ years
2096,No PrEP + No VMMC,HIVinc15to49,0.001775144,0.0022445595,0.001053696,HIV incidence,15-49 years
2096,No PrEP + No VMMC,IncPrevRatio15plus,0.02154021,0.0232825675,0.0188398925,Incidence:Prevalence ratio,15+ years
2096,No PrEP + No VMMC,IncPrevRatio15to49,0.05212214,0.0538511125,0.0501339175,Incidence:Prevalence ratio,15-49 years
2096,No PrEP + No VMMC,NewAdultHIV,79185.57,99564.9425,51184.055,New HIV infections,15-49 years
2096,No PrEP + No VMMC,NewHIV15to49,60043.97,75614.59,36128.0425,New HIV infections,15+ years
2096,No PrEP + No VMMC,Prev15plus,0.0574659,0.0675752,0.042825725,HIV prevalence,15+ years
2096,No PrEP + No VMMC,Prev15to49,0.03274115,0.04045792,0.0204442975,HIV prevalence,15-49 years
2096,No PrEP + No VMMC,TotHIV15,3628045,4268157.25,2709412,Total living with HIV,15+ years
2096,No PrEP + No VMMC,TotHIV15to49,1146715.9,1416177,715674.3,Total living with HIV,15-49 years
2096,No PrEP + No VMMC,Total15plus,63135160,63315317.5,62970497.5,Total population,15+ years
2096,No PrEP + No VMMC,Total15to49,35015880,35133895,34888805,Total population,15-49 years
2097,No PrEP + No VMMC,ARTcoverage15to49,0.6603333,0.67971075,0.6426573,ART coverage,15-49 years
2097,No PrEP + No VMMC,ARTcoverageAdult,0.744158,0.75811675,0.7318192,ART coverage,15+ years
2097,No PrEP + No VMMC,HIVinc15plus,0.0013226938,0.00167963624999999,8.349514e-4,HIV incidence,15+ years
2097,No PrEP + No VMMC,HIVinc15to49,0.001769136,0.002239546,0.0010455045,HIV incidence,15-49 years
2097,No PrEP + No VMMC,IncPrevRatio15plus,0.02168756,0.02340964,0.0190353475,Incidence:Prevalence ratio,15+ years
2097,No PrEP + No VMMC,IncPrevRatio15to49,0.05228941,0.05399367000000001,0.05034276749999999,Incidence:Prevalence ratio,15-49 years
2097,No PrEP + No VMMC,NewAdultHIV,78778.85,99198.925,50685.22,New HIV infections,15-49 years
2097,No PrEP + No VMMC,NewHIV15to49,59673.55,75237.92000000001,35746.4125,New HIV infections,15+ years
2097,No PrEP + No VMMC,Prev15plus,0.05683013,0.0670222575,0.042010245,HIV prevalence,15+ years
2097,No PrEP + No VMMC,Prev15to49,0.03253592,0.0402833325,0.02019257,HIV prevalence,15-49 years
2097,No PrEP + No VMMC,TotHIV15,3584926,4229843.75,2655549,Total living with HIV,15+ years
2097,No PrEP + No VMMC,TotHIV15to49,1136120.9,1405872,704690.55,Total living with HIV,15-49 years
2097,No PrEP + No VMMC,Total15plus,63082600,63262250,62917052.5,Total population,15+ years
2097,No PrEP + No VMMC,Total15to49,34910800,35030682.5,34782502.5,Total population,15-49 years
2098,No PrEP + No VMMC,ARTcoverage15to49,0.6598463,0.67904655,0.642228775,ART coverage,15-49 years
2098,No PrEP + No VMMC,ARTcoverageAdult,0.7435648,0.75738005,0.7312805750000001,ART coverage,15+ years
2098,No PrEP + No VMMC,HIVinc15plus,0.0013163325,0.0016739875,8.26992875e-4,HIV incidence,15+ years
2098,No PrEP + No VMMC,HIVinc15to49,0.0017632975,0.002234668,0.00103757562499999,HIV incidence,15-49 years
2098,No PrEP + No VMMC,IncPrevRatio15plus,0.02183061,0.0235316575,0.019228445,Incidence:Prevalence ratio,15+ years
2098,No PrEP + No VMMC,IncPrevRatio15to49,0.05244422,0.05412441499999999,0.05053854,Incidence:Prevalence ratio,15-49 years
2098,No PrEP + No VMMC,NewAdultHIV,78373.33,98830.34,50193.98,New HIV infections,15-49 years
2098,No PrEP + No VMMC,NewHIV15to49,59309.44,74866.235,35374.8125,New HIV infections,15+ years
2098,No PrEP + No VMMC,Prev15plus,0.05622112,0.06649419999999999,0.0412264675,HIV prevalence,15+ years
2098,No PrEP + No VMMC,Prev15to49,0.03234231,0.0401199575,0.019953175,HIV prevalence,15-49 years
2098,No PrEP + No VMMC,TotHIV15,3543188,4192720,2603486.5,Total living with HIV,15+ years
2098,No PrEP + No VMMC,TotHIV15to49,1125976.6,1395993.75,694194.4500000001,Total living with HIV,15-49 years
2098,No PrEP + No VMMC,Total15plus,63023380,63202327.5,62856852.5,Total population,15+ years
2098,No PrEP + No VMMC,Total15to49,34805890,34927725,34676477.5,Total population,15-49 years
2099,No PrEP + No VMMC,ARTcoverage15to49,0.6593926999999999,0.6784148,0.6418328,ART coverage,15-49 years
2099,No PrEP + No VMMC,ARTcoverageAdult,0.7429898,0.756654025,0.730763725,ART coverage,15+ years
2099,No PrEP + No VMMC,HIVinc15plus,0.00131015429999999,0.0016684965,8.19270075e-4,HIV incidence,15+ years
2099,No PrEP + No VMMC,HIVinc15to49,0.001757619,0.0022299265,0.00102989225,HIV incidence,15-49 years
2099,No PrEP + No VMMC,IncPrevRatio15plus,0.02196917,0.0236485975,0.0194188075,Incidence:Prevalence ratio,15+ years
2099,No PrEP + No VMMC,IncPrevRatio15to49,0.05258692,0.05424382499999999,0.0507215025,Incidence:Prevalence ratio,15-49 years
2099,No PrEP + No VMMC,NewAdultHIV,77969.62,98459.6,49710.857500000006,New HIV infections,15-49 years
2099,No PrEP + No VMMC,NewHIV15to49,58951.67,74499.63500000001,35013.020000000004,New HIV infections,15+ years
2099,No PrEP + No VMMC,Prev15plus,0.05563827,0.06599026000000001,0.040473915,HIV prevalence,15+ years
2099,No PrEP + No VMMC,Prev15to49,0.03215974,0.03996704,0.01972545749999999,HIV prevalence,15-49 years
2099,No PrEP + No VMMC,TotHIV15,3502832,4156773.75,2553250,Total living with HIV,15+ years
2099,No PrEP + No VMMC,TotHIV15to49,1116268.5,1386530,684164.225,Total living with HIV,15-49 years
2099,No PrEP + No VMMC,Total15plus,62958130,63136350,62790675,Total population,15+ years
2099,No PrEP + No VMMC,Total15to49,34701300,34824990,34570775,Total population,15-49 years
2100,No PrEP + No VMMC,ARTcoverage15to49,0.6589718,0.677815275,0.641468275,ART coverage,15-49 years
2100,No PrEP + No VMMC,ARTcoverageAdult,0.7424347,0.75594145,0.730270425,ART coverage,15+ years
2100,No PrEP + No VMMC,HIVinc15plus,0.0013041605,0.00166316875,8.11780875e-4,HIV incidence,15+ years
2100,No PrEP + No VMMC,HIVinc15to49,0.001752094,0.0022253005,0.00102244375,HIV incidence,15-49 years
2100,No PrEP + No VMMC,IncPrevRatio15plus,0.02210295,0.02376016,0.0196058025,Incidence:Prevalence ratio,15+ years
2100,No PrEP + No VMMC,IncPrevRatio15to49,0.05271815,0.0543524775,0.0508920675,Incidence:Prevalence ratio,15-49 years
2100,No PrEP + No VMMC,NewAdultHIV,77568.38,98087.5825,49236.23,New HIV infections,15-49 years
2100,No PrEP + No VMMC,NewHIV15to49,58600.18,74137.9325,34660.68,New HIV infections,15+ years
2100,No PrEP + No VMMC,Prev15plus,0.05508122,0.06551008250000001,0.0397522425,HIV prevalence,15+ years
2100,No PrEP + No VMMC,Prev15to49,0.03198752,0.0398239575,0.019508895,HIV prevalence,15-49 years
2100,No PrEP + No VMMC,TotHIV15,3463884,4122047.25,2504841.75,Total living with HIV,15+ years
2100,No PrEP + No VMMC,TotHIV15to49,1106970.5,1377460.75,674575.325,Total living with HIV,15-49 years
2100,No PrEP + No VMMC,Total15plus,62887550,63064895,62719120,Total population,15+ years
2100,No PrEP + No VMMC,Total15to49,34597170,34722655,34465572.5,Total population,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,1.1023796e-4,1.37763425e-4,7.62610075e-5,HIV incidence,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,1.3366182e-4,1.6696905e-4,9.240728e-5,HIV incidence,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,0.7609486,0.8070511,0.73139385,Incidence:Prevalence ratio,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,0.7395769,0.7838744999999999,0.7114499000000001,Incidence:Prevalence ratio,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,2170.57,2713.3372499999996,1501.6765,New HIV infections,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,2091.931,2613.1065,1446.35275,New HIV infections,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,Prev15plus,1.4567739e-4,1.856403e-4,9.47657475e-5,HIV prevalence,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,Prev15to49,1.817201e-4,2.3157095e-4,1.18212025e-4,HIV prevalence,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,TotHIV15,2844.62,3624.9705,1850.4765,Total living with HIV,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,2844.62,3624.9705,1850.4765,Total living with HIV,15-49 years
1985,No PrEP + No VMMC + Condom usage 28%,Total15plus,19526800,19526800,19526800,Total population,15+ years
1985,No PrEP + No VMMC + Condom usage 28%,Total15to49,15653900,15653900,15653900,Total population,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,4.134283e-4,5.11207825e-4,3.081211e-4,HIV incidence,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,5.001993e-4,6.182394250000001e-4,3.72498175e-4,HIV incidence,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,1.677774,1.86316575,1.550068,Incidence:Prevalence ratio,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,1.653921,1.83677175,1.528553,Incidence:Prevalence ratio,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,8341.719,10316.723,6217.23525,New HIV infections,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,8020.844,9912.9105,5973.74575,New HIV infections,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,Prev15plus,2.486594e-4,3.1425349999999997e-4,1.661933e-4,HIV prevalence,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,Prev15to49,3.051795e-4,3.85658225e-4,2.038196e-4,HIV prevalence,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,TotHIV15,4983.293,6297.836500000001,3330.6135,Total living with HIV,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,4895.182,6186.0825,3269.34,Total living with HIV,15-49 years
1986,No PrEP + No VMMC + Condom usage 28%,Total15plus,20040700,20040700,20040700,Total population,15+ years
1986,No PrEP + No VMMC + Condom usage 28%,Total15to49,16040300,16040300,16040300,Total population,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,0.0010520719,0.00127270875,8.40888475e-4,HIV incidence,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,0.0012756917,0.00154262425,0.001018748675,HIV incidence,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,1.649864,1.8416845,1.526808,Incidence:Prevalence ratio,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,1.652021,1.84495475,1.52841375,Incidence:Prevalence ratio,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,21767.14,26335.4425,17398.5775,New HIV infections,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,20953.35,25333.205,16736.84,New HIV infections,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,Prev15plus,6.424424e-4,8.010310500000001e-4,4.60340125e-4,HIV prevalence,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,Prev15to49,7.779271999999999e-4,9.696976e-4,5.56804125e-4,HIV prevalence,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,TotHIV15,13214.831,16476.947500000002,9469.04775,Total living with HIV,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,12787.661,15940.01,9152.80525,Total living with HIV,15-49 years
1987,No PrEP + No VMMC + Condom usage 28%,Total15plus,20569700,20569700,20569700,Total population,15+ years
1987,No PrEP + No VMMC + Condom usage 28%,Total15to49,16438100,16438100,16438100,Total population,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,0.002096141,0.00245555725,0.00177281275,HIV incidence,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,0.002549985,0.00298634,0.00215541925,HIV incidence,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,1.282777,1.4240455,1.21010325,Incidence:Prevalence ratio,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,1.293584,1.4363735,1.2200272499999998,Incidence:Prevalence ratio,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,44474.78,52101.005000000005,37616.51,New HIV infections,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,42887.45,50205.384999999995,36267.545000000006,New HIV infections,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,Prev15plus,0.001641672,0.00200909174999999,0.00126183575,HIV prevalence,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,Prev15to49,0.001979815,0.00242185625,0.001520096,HIV prevalence,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,TotHIV15,34668.63,42427.735,26647.285000000003,Total living with HIV,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,33364.86,40814.335,25617.487500000003,Total living with HIV,15-49 years
1988,No PrEP + No VMMC + Condom usage 28%,Total15plus,21117900,21117900,21117900,Total population,15+ years
1988,No PrEP + No VMMC + Condom usage 28%,Total15to49,16852510,16852577.5,16852500,Total population,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,0.003483876,0.00393580374999999,0.00308336199999999,HIV incidence,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,0.004253212,0.0048042905,0.00376148225,HIV incidence,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,0.964805,1.0614065,0.90766045,Incidence:Prevalence ratio,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,0.9762722,1.0740075,0.9187063,Incidence:Prevalence ratio,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,75759.37,85571.065,67067.795,New HIV infections,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,73182.72,82597.4525,64775.58499999999,New HIV infections,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,Prev15plus,0.003615574,0.0043181865,0.002946287,HIV prevalence,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,Prev15to49,0.004358859,0.005203007,0.00354889475,HIV prevalence,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,TotHIV15,78388.24,93621.115,63877.990000000005,Total living with HIV,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,75331.79,89920.47,61333.92,Total living with HIV,15-49 years
1989,No PrEP + No VMMC + Condom usage 28%,Total15plus,21680740,21680800,21680700,Total population,15+ years
1989,No PrEP + No VMMC + Condom usage 28%,Total15to49,17282460,17282577.5,17282400,Total population,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,0.005127563,0.00560338549999999,0.004698729,HIV incidence,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,0.006281353,0.00686457775,0.0057510585,HIV incidence,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,0.7456496,0.809835775,0.6977857250000001,Incidence:Prevalence ratio,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,0.7560763,0.82104205,0.707895225,Incidence:Prevalence ratio,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,114126,124662.8,104641.3,New HIV infections,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,110409.9,120503.35,101219.6,New HIV infections,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,Prev15plus,0.00685526299999999,0.00796818475,0.00583433675,HIV prevalence,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,Prev15to49,0.008269962,0.0096062535,0.0070359985,HIV prevalence,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,TotHIV15,152532.8,177294.30000000002,129818.1,Total living with HIV,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,146583.5,170267.425,124713.3,Total living with HIV,15-49 years
1990,No PrEP + No VMMC + Condom usage 28%,Total15plus,22250470,22250755,22250300,Total population,15+ years
1990,No PrEP + No VMMC + Condom usage 28%,Total15to49,17724830,17725055,17724700,Total population,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,0.007038638,0.0075181915,0.006600607,HIV incidence,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,0.008643448,0.00923896275,0.00809831625,HIV incidence,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15plus,0.6035028,0.646549925,0.5644885749999999,Incidence:Prevalence ratio,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,IncPrevRatio15to49,0.6127275,0.6563282749999999,0.5734926,Incidence:Prevalence ratio,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,NewAdultHIV,160709.7,171625.025,150852.475,New HIV infections,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,NewHIV15to49,155681.2,166146.95,146118.975,New HIV infections,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,Prev15plus,0.01156131,0.0130883975,0.0101670025,HIV prevalence,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,Prev15to49,0.01394919,0.01578027249999999,0.01226326,HIV prevalence,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,TotHIV15,264954.1,299945.45,233004.725,Total living with HIV,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,TotHIV15to49,254812.8,288256.25,224020.775,Total living with HIV,15-49 years
1991,No PrEP + No VMMC + Condom usage 28%,Total15plus,22917330,22917910,22916922.5,Total population,15+ years
1991,No PrEP + No VMMC + Condom usage 28%,Total15to49,18267220,18267732.5,18266900,Total population,15-49 years
1992,No PrEP + No VMMC + Condom usage 28%,ARTcoverage15to49,0,0,0,ART coverage,15-49 years
1992,No PrEP + No VMMC + Condom usage 28%,ARTcoverageAdult,0,0,0,ART coverage,15+ years
1992,No PrEP + No VMMC + Condom usage 28%,HIVinc15plus,0.00915009099999999,0.00966731574999999,0.008737598,HIV incidence,15+ years
1992,No PrEP + No VMMC + Condom usage 28%,HIVinc15to49,0.01124398,0.01189198,0.0107272125,HIV incidence,15-49 years
