year,modeled_scenario,Total15plus,Total15to49,indicator,mean,upper_CI,lower_CI,type,group
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,HIVinc15to49,NA,NA,0.02125147,HIV incidence,15-49 years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,IncPrevRatio15plus,NA,NA,0.16407695,Incidence:Prevalence ratio,15+ years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,IncPrevRatio15to49,NA,NA,0.1664126,Incidence:Prevalence ratio,15-49 years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,NewAdultHIV,NA,NA,458215.7,New HIV infections,15-49 years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,NewHIV15to49,NA,NA,441171.4,New HIV infections,15+ years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,Prev15plus,NA,NA,0.0913030625,HIV prevalence,15+ years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,Prev15to49,NA,NA,0.109090625,HIV prevalence,15-49 years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,TotHIV15,NA,NA,2651843.25,Total living with HIV,15+ years
1999,No PrEP + No VMMC + Condom usage 23%,29036235,23359675,TotHIV15to49,NA,NA,2549378.25,Total living with HIV,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,ARTcoverage15to49,0,NA,NA,ART coverage,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,ARTcoverageAdult,0,NA,NA,ART coverage,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,HIVinc15plus,0.01723479999999999,NA,NA,HIV incidence,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,HIVinc15to49,0.02129968,NA,NA,HIV incidence,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,IncPrevRatio15plus,0.1493704,NA,NA,Incidence:Prevalence ratio,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,IncPrevRatio15to49,0.1514846,NA,NA,Incidence:Prevalence ratio,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,NewAdultHIV,464292.1,NA,NA,New HIV infections,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,NewHIV15to49,445991.3,NA,NA,New HIV infections,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,Prev15plus,0.1034827,NA,NA,HIV prevalence,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,Prev15to49,0.1233138,NA,NA,HIV prevalence,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,TotHIV15,3075184,NA,NA,Total living with HIV,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29716970,23884150,TotHIV15to49,2945236,NA,NA,Total living with HIV,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,ARTcoverage15to49,NA,0,NA,ART coverage,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,ARTcoverageAdult,NA,0,NA,ART coverage,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,HIVinc15plus,NA,0.01748691749999999,NA,HIV incidence,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,HIVinc15to49,NA,0.0216196925,NA,HIV incidence,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,IncPrevRatio15plus,NA,0.153262725,NA,Incidence:Prevalence ratio,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,IncPrevRatio15to49,NA,0.155301875,NA,Incidence:Prevalence ratio,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,NewAdultHIV,NA,471435.125,NA,New HIV infections,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,NewHIV15to49,NA,453406.6,NA,New HIV infections,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,Prev15plus,NA,0.10695775,NA,HIV prevalence,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,Prev15to49,NA,0.1275731,NA,HIV prevalence,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,TotHIV15,NA,3178766.75,NA,Total living with HIV,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29733117.5,23897130,TotHIV15to49,NA,3047094.25,NA,Total living with HIV,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,ARTcoverage15to49,NA,NA,0,ART coverage,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,ARTcoverageAdult,NA,NA,0,ART coverage,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,HIVinc15plus,NA,NA,0.01694625,HIV incidence,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,HIVinc15to49,NA,NA,0.0209621675,HIV incidence,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,IncPrevRatio15plus,NA,NA,0.143877025,Incidence:Prevalence ratio,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,IncPrevRatio15to49,NA,NA,0.145900975,Incidence:Prevalence ratio,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,NewAdultHIV,NA,NA,456897.025,New HIV infections,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,NewHIV15to49,NA,NA,439084.55,New HIV infections,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,Prev15plus,NA,NA,0.10109675,HIV prevalence,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,Prev15to49,NA,NA,0.120630025,HIV prevalence,15-49 years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,TotHIV15,NA,NA,3003697,Total living with HIV,15+ years
2000,No PrEP + No VMMC + Condom usage 23%,29701967.5,23870442.5,TotHIV15to49,NA,NA,2880867.25,Total living with HIV,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,ARTcoverage15to49,0.001691903,NA,NA,ART coverage,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,ARTcoverageAdult,0.001720205,NA,NA,ART coverage,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,HIVinc15plus,0.01671522,NA,NA,HIV incidence,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,HIVinc15to49,0.02065964,NA,NA,HIV incidence,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,IncPrevRatio15plus,0.1325496,NA,NA,Incidence:Prevalence ratio,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,IncPrevRatio15to49,0.134409,NA,NA,Incidence:Prevalence ratio,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,NewAdultHIV,455734.3,NA,NA,New HIV infections,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,NewHIV15to49,436694.9,NA,NA,New HIV infections,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,Prev15plus,0.1120178,NA,NA,HIV prevalence,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,Prev15to49,0.1332679,NA,NA,HIV prevalence,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,TotHIV15,3402959,NA,NA,Total living with HIV,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30378750,24387630,TotHIV15to49,3250080,NA,NA,Total living with HIV,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,ARTcoverage15to49,NA,0.00172867975,NA,ART coverage,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,ARTcoverageAdult,NA,0.00175821975,NA,ART coverage,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,HIVinc15plus,NA,0.016991575,NA,HIV incidence,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,HIVinc15to49,NA,0.02101606999999999,NA,HIV incidence,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,IncPrevRatio15plus,NA,0.1359218,NA,Incidence:Prevalence ratio,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,IncPrevRatio15to49,NA,0.13762765,NA,Incidence:Prevalence ratio,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,NewAdultHIV,NA,463490.5,NA,New HIV infections,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,NewHIV15to49,NA,444647.975,NA,New HIV infections,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,Prev15plus,NA,0.115382975,NA,HIV prevalence,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,Prev15to49,NA,0.13738995,NA,HIV prevalence,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,TotHIV15,NA,3505565,NA,Total living with HIV,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30396860,24402005,TotHIV15to49,NA,3350702,NA,Total living with HIV,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,ARTcoverage15to49,NA,NA,0.00164420975,ART coverage,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,ARTcoverageAdult,NA,NA,0.00167137999999999,ART coverage,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,HIVinc15plus,NA,NA,0.01646591,HIV incidence,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,HIVinc15to49,NA,NA,0.0203856425,HIV incidence,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,IncPrevRatio15plus,NA,NA,0.127213475,Incidence:Prevalence ratio,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,IncPrevRatio15to49,NA,NA,0.128992675,Incidence:Prevalence ratio,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,NewAdultHIV,NA,NA,448964.225,New HIV infections,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,NewHIV15to49,NA,NA,430510.45,New HIV infections,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,Prev15plus,NA,NA,0.1095704,HIV prevalence,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,Prev15to49,NA,NA,0.130542325,HIV prevalence,15-49 years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,TotHIV15,NA,NA,3327729.25,Total living with HIV,15+ years
2001,No PrEP + No VMMC + Condom usage 23%,30360450,24370997.5,TotHIV15to49,NA,NA,3183194.5,Total living with HIV,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,ARTcoverage15to49,0.003341969,NA,NA,ART coverage,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,ARTcoverageAdult,0.003400669,NA,NA,ART coverage,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,HIVinc15plus,0.01608898,NA,NA,HIV incidence,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,HIVinc15to49,0.01989261,NA,NA,HIV incidence,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,IncPrevRatio15plus,0.118804,NA,NA,Incidence:Prevalence ratio,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,IncPrevRatio15to49,0.1204563,NA,NA,Incidence:Prevalence ratio,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,NewAdultHIV,444604,NA,NA,New HIV infections,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,NewHIV15to49,424841.1,NA,NA,New HIV infections,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,Prev15plus,0.1193054,NA,NA,HIV prevalence,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,Prev15to49,0.1417746,NA,NA,HIV prevalence,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,TotHIV15,3706421,NA,NA,Total living with HIV,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31066620,24884570,TotHIV15to49,3527993,NA,NA,Total living with HIV,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,ARTcoverage15to49,NA,0.00341144874999999,NA,ART coverage,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,ARTcoverageAdult,NA,0.00347253125,NA,ART coverage,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,HIVinc15plus,NA,0.0163846075,NA,HIV incidence,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,HIVinc15to49,NA,0.0202745075,NA,HIV incidence,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,IncPrevRatio15plus,NA,0.121778725,NA,Incidence:Prevalence ratio,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,IncPrevRatio15to49,NA,0.12327915,NA,Incidence:Prevalence ratio,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,NewAdultHIV,NA,452687.85,NA,New HIV infections,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,NewHIV15to49,NA,433068.15,NA,New HIV infections,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,Prev15plus,NA,0.1224737,NA,HIV prevalence,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,Prev15to49,NA,0.145653375,NA,HIV prevalence,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,TotHIV15,NA,3805309,NA,Total living with HIV,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31086692.5,24900247.5,TotHIV15to49,NA,3624578,NA,Total living with HIV,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,ARTcoverage15to49,NA,NA,0.0032598475,ART coverage,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,ARTcoverageAdult,NA,NA,0.00331571725,ART coverage,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,HIVinc15plus,NA,NA,0.015831635,HIV incidence,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,HIVinc15to49,NA,NA,0.01961055499999999,HIV incidence,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,IncPrevRatio15plus,NA,NA,0.1136302,Incidence:Prevalence ratio,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,IncPrevRatio15to49,NA,NA,0.11520975,Incidence:Prevalence ratio,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,NewAdultHIV,NA,NA,436721.625,New HIV infections,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,NewHIV15to49,NA,NA,417360.125,New HIV infections,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,Prev15plus,NA,NA,0.116802725,HIV prevalence,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,Prev15to49,NA,NA,0.139019625,HIV prevalence,15-49 years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,TotHIV15,NA,NA,3627417.5,Total living with HIV,15+ years
2002,No PrEP + No VMMC + Condom usage 23%,31044960,24864947.5,TotHIV15to49,NA,NA,3458797.5,Total living with HIV,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,ARTcoverage15to49,0.005156957,NA,NA,ART coverage,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,ARTcoverageAdult,0.00525040699999999,NA,NA,ART coverage,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,HIVinc15plus,0.0154862,NA,NA,HIV incidence,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,HIVinc15to49,0.01914911,NA,NA,HIV incidence,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,IncPrevRatio15plus,0.1081494,NA,NA,Incidence:Prevalence ratio,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,IncPrevRatio15to49,0.1096468,NA,NA,Incidence:Prevalence ratio,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,NewAdultHIV,433552.6,NA,NA,New HIV infections,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,NewHIV15to49,413001,NA,NA,New HIV infections,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,Prev15plus,0.1252892,NA,NA,HIV prevalence,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,Prev15to49,0.1487146,NA,NA,HIV prevalence,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,TotHIV15,3973173,NA,NA,Total living with HIV,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31712020,25335100,TotHIV15to49,3767695,NA,NA,Total living with HIV,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,ARTcoverage15to49,NA,0.0052607335,NA,ART coverage,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,ARTcoverageAdult,NA,0.005357872,NA,ART coverage,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,HIVinc15plus,NA,0.015793295,NA,HIV incidence,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,HIVinc15to49,NA,0.0195464725,NA,HIV incidence,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,IncPrevRatio15plus,NA,0.110925,NA,Incidence:Prevalence ratio,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,IncPrevRatio15to49,NA,0.112161875,NA,Incidence:Prevalence ratio,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,NewAdultHIV,NA,441949.35,NA,New HIV infections,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,NewHIV15to49,NA,421469.35,NA,New HIV infections,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,Prev15plus,NA,0.1281938,NA,HIV prevalence,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,Prev15to49,NA,0.15226812499999998,NA,HIV prevalence,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,TotHIV15,NA,4065930,NA,Total living with HIV,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31734160,25352235,TotHIV15to49,NA,3857792.25,NA,Total living with HIV,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,ARTcoverage15to49,NA,NA,0.0050483495,ART coverage,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,ARTcoverageAdult,NA,NA,0.00513654,ART coverage,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,HIVinc15plus,NA,NA,0.01515394,HIV incidence,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,HIVinc15to49,NA,NA,0.018772455,HIV incidence,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,IncPrevRatio15plus,NA,NA,0.1031368,Incidence:Prevalence ratio,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,IncPrevRatio15to49,NA,NA,0.10456747499999999,Incidence:Prevalence ratio,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,NewAdultHIV,NA,NA,423584.45,New HIV infections,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,NewHIV15to49,NA,NA,403380.65,New HIV infections,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,Prev15plus,NA,NA,0.122733275,HIV prevalence,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,Prev15to49,NA,NA,0.14593592500000002,HIV prevalence,15-49 years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,TotHIV15,NA,NA,3890310.75,Total living with HIV,15+ years
2003,No PrEP + No VMMC + Condom usage 23%,31687210,25312505,TotHIV15to49,NA,NA,3696336.25,Total living with HIV,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,ARTcoverage15to49,0.007253672,NA,NA,ART coverage,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,ARTcoverageAdult,0.00738629,NA,NA,ART coverage,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,HIVinc15plus,0.01489294,NA,NA,HIV incidence,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,HIVinc15to49,0.01841674,NA,NA,HIV incidence,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,IncPrevRatio15plus,0.09960934,NA,NA,Incidence:Prevalence ratio,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,IncPrevRatio15to49,0.10101852,NA,NA,Incidence:Prevalence ratio,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,NewAdultHIV,422206.2,NA,NA,New HIV infections,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,NewHIV15to49,400902.4,NA,NA,New HIV infections,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,Prev15plus,0.1300975,NA,NA,HIV prevalence,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,Prev15to49,0.1542331,NA,NA,HIV prevalence,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,TotHIV15,4203458,NA,NA,Total living with HIV,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32310070,25737700,TotHIV15to49,3969602,NA,NA,Total living with HIV,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,ARTcoverage15to49,NA,0.00739655975,NA,ART coverage,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,ARTcoverageAdult,NA,0.00753458975,NA,ART coverage,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,HIVinc15plus,NA,0.01520436,NA,HIV incidence,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,HIVinc15to49,NA,0.0188205225,NA,HIV incidence,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,IncPrevRatio15plus,NA,0.1022452,NA,Incidence:Prevalence ratio,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,IncPrevRatio15to49,NA,0.10339265,NA,Incidence:Prevalence ratio,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,NewAdultHIV,NA,430725.875,NA,New HIV infections,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,NewHIV15to49,NA,409427.075,NA,New HIV infections,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,Prev15plus,NA,0.132696225,NA,HIV prevalence,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,Prev15to49,NA,0.157403925,NA,HIV prevalence,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,TotHIV15,NA,4288307.25,NA,Total living with HIV,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32334495,25756390,TotHIV15to49,NA,4051365,NA,Total living with HIV,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,ARTcoverage15to49,NA,NA,0.00712540699999999,ART coverage,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,ARTcoverageAdult,NA,NA,0.007249499,ART coverage,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,HIVinc15plus,NA,NA,0.014505795,HIV incidence,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,HIVinc15to49,NA,NA,0.01796308,HIV incidence,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,IncPrevRatio15plus,NA,NA,0.094814075,Incidence:Prevalence ratio,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,IncPrevRatio15to49,NA,NA,0.09616191,Incidence:Prevalence ratio,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,NewAdultHIV,NA,NA,410391.875,New HIV infections,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,NewHIV15to49,NA,NA,389569.7,New HIV infections,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,Prev15plus,NA,NA,0.127481275,HIV prevalence,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,Prev15to49,NA,NA,0.15143,HIV prevalence,15-49 years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,TotHIV15,NA,NA,4116452.25,Total living with HIV,15+ years
2004,No PrEP + No VMMC + Condom usage 23%,32282377.5,25712337.5,TotHIV15to49,NA,NA,3896075,Total living with HIV,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,ARTcoverage15to49,0.01979657,NA,NA,ART coverage,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,ARTcoverageAdult,0.02005635,NA,NA,ART coverage,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,HIVinc15plus,0.01432992,NA,NA,HIV incidence,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,HIVinc15to49,0.01772997,NA,NA,HIV incidence,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,IncPrevRatio15plus,0.09281933,NA,NA,Incidence:Prevalence ratio,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,IncPrevRatio15to49,0.09421057,NA,NA,Incidence:Prevalence ratio,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,NewAdultHIV,411397.5,NA,NA,New HIV infections,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,NewHIV15to49,389397.7,NA,NA,New HIV infections,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,Prev15plus,0.1337658,NA,NA,HIV prevalence,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,Prev15to49,0.1584182,NA,NA,HIV prevalence,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,TotHIV15,4397270,NA,NA,Total living with HIV,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32872830,26096670,TotHIV15to49,4134182,NA,NA,Total living with HIV,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,ARTcoverage15to49,NA,0.0201869975,NA,ART coverage,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,ARTcoverageAdult,NA,0.0204550975,NA,ART coverage,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,HIVinc15plus,NA,0.014634515,NA,HIV incidence,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,HIVinc15to49,NA,0.0181261325,NA,HIV incidence,15-49 years
