intervention_year,indicator,year,parameter_set,scenario,value
2035,TotalART15F,1999,2,baseline,0
2035,TotalART15F,2000,1,intervention,0
2035,TotalART15F,2000,1,baseline,0
2035,TotalART15F,2000,2,intervention,0
2035,TotalART15F,2000,2,baseline,0
2035,TotalART15F,2001,1,intervention,4027.74
2035,TotalART15F,2001,1,baseline,4027.74
2035,TotalART15F,2001,2,intervention,4022.99
2035,TotalART15F,2001,2,baseline,4022.99
2035,TotalART15F,2002,1,intervention,8818.38
2035,TotalART15F,2002,1,baseline,8818.38
2035,TotalART15F,2002,2,intervention,8812.02
2035,TotalART15F,2002,2,baseline,8812.02
2035,TotalART15F,2003,1,intervention,14830.7
2035,TotalART15F,2003,1,baseline,14830.7
2035,TotalART15F,2003,2,intervention,14828.4
2035,TotalART15F,2003,2,baseline,14828.4
2035,TotalART15F,2004,1,intervention,22451.1
2035,TotalART15F,2004,1,baseline,22451.1
2035,TotalART15F,2004,2,intervention,22462.3
2035,TotalART15F,2004,2,baseline,22462.3
2035,TotalART15F,2005,1,intervention,63955.3
2035,TotalART15F,2005,1,baseline,63955.3
2035,TotalART15F,2005,2,intervention,64049.3
2035,TotalART15F,2005,2,baseline,64049.3
2035,TotalART15F,2006,1,intervention,129631
2035,TotalART15F,2006,1,baseline,129631
2035,TotalART15F,2006,2,intervention,130009
2035,TotalART15F,2006,2,baseline,130009
2035,TotalART15F,2007,1,intervention,230264
2035,TotalART15F,2007,1,baseline,230264
2035,TotalART15F,2007,2,intervention,231313
2035,TotalART15F,2007,2,baseline,231313
2035,TotalART15F,2008,1,intervention,368773
2035,TotalART15F,2008,1,baseline,368773
2035,TotalART15F,2008,2,intervention,370857
2035,TotalART15F,2008,2,baseline,370857
2035,TotalART15F,2009,1,intervention,537262
2035,TotalART15F,2009,1,baseline,537262
2035,TotalART15F,2009,2,intervention,540305
2035,TotalART15F,2009,2,baseline,540305
2035,TotalART15F,2010,1,intervention,766542
2035,TotalART15F,2010,1,baseline,766542
2035,TotalART15F,2010,2,intervention,770040
2035,TotalART15F,2010,2,baseline,770040
2035,TotalART15F,2011,1,intervention,1053000
2035,TotalART15F,2011,1,baseline,1053000
2035,TotalART15F,2011,2,intervention,1054950
2035,TotalART15F,2011,2,baseline,1054950
2035,TotalART15F,2012,1,intervention,1413080
2035,TotalART15F,2012,1,baseline,1413080
2035,TotalART15F,2012,2,intervention,1412670
2035,TotalART15F,2012,2,baseline,1412670
2035,TotalART15F,2013,1,intervention,1738950
2035,TotalART15F,2013,1,baseline,1738950
2035,TotalART15F,2013,2,intervention,1734560
2035,TotalART15F,2013,2,baseline,1734560
2035,TotalART15F,2014,1,intervention,2009910
2035,TotalART15F,2014,1,baseline,2009910
2035,TotalART15F,2014,2,intervention,1998800
2035,TotalART15F,2014,2,baseline,1998800
2035,TotalART15F,2015,1,intervention,2304950
2035,TotalART15F,2015,1,baseline,2304950
2035,TotalART15F,2015,2,intervention,2290750
2035,TotalART15F,2015,2,baseline,2290750
2035,TotalART15F,2016,1,intervention,2605410
2035,TotalART15F,2016,1,baseline,2605410
2035,TotalART15F,2016,2,intervention,2588310
2035,TotalART15F,2016,2,baseline,2588310
2035,TotalART15F,2017,1,intervention,2985220
2035,TotalART15F,2017,1,baseline,2985220
2035,TotalART15F,2017,2,intervention,2964620
2035,TotalART15F,2017,2,baseline,2964620
2035,TotalART15F,2018,1,intervention,3275780
2035,TotalART15F,2018,1,baseline,3275780
2035,TotalART15F,2018,2,intervention,3247510
2035,TotalART15F,2018,2,baseline,3247510
2035,TotalART15F,2019,1,intervention,3522910
2035,TotalART15F,2019,1,baseline,3522910
2035,TotalART15F,2019,2,intervention,3482930
2035,TotalART15F,2019,2,baseline,3482930
2035,TotalART15F,2020,1,intervention,3727040
2035,TotalART15F,2020,1,baseline,3727040
2035,TotalART15F,2020,2,intervention,3672390
2035,TotalART15F,2020,2,baseline,3672390
2035,TotalART15F,2021,1,intervention,3779710
2035,TotalART15F,2021,1,baseline,3779710
2035,TotalART15F,2021,2,intervention,3715200
2035,TotalART15F,2021,2,baseline,3715200
2035,TotalART15F,2022,1,intervention,3870950
2035,TotalART15F,2022,1,baseline,3870950
2035,TotalART15F,2022,2,intervention,3827100
2035,TotalART15F,2022,2,baseline,3827100
2035,TotalART15F,2023,1,intervention,3940650
2035,TotalART15F,2023,1,baseline,3940650
2035,TotalART15F,2023,2,intervention,3925380
2035,TotalART15F,2023,2,baseline,3925380
2035,TotalART15F,2024,1,intervention,3998790
2035,TotalART15F,2024,1,baseline,3998790
2035,TotalART15F,2024,2,intervention,4017110
2035,TotalART15F,2024,2,baseline,4017110
2035,TotalART15F,2025,1,intervention,4069100
2035,TotalART15F,2025,1,baseline,4069100
2035,TotalART15F,2025,2,intervention,4090350
2035,TotalART15F,2025,2,baseline,4090350
2035,TotalART15F,2026,1,intervention,4135790
2035,TotalART15F,2026,1,baseline,4135790
2035,TotalART15F,2026,2,intervention,4158040
2035,TotalART15F,2026,2,baseline,4158040
2035,TotalART15F,2027,1,intervention,4196130
2035,TotalART15F,2027,1,baseline,4196130
2035,TotalART15F,2027,2,intervention,4218460
2035,TotalART15F,2027,2,baseline,4218460
2035,TotalART15F,2028,1,intervention,4250840
2035,TotalART15F,2028,1,baseline,4250840
2035,TotalART15F,2028,2,intervention,4272730
2035,TotalART15F,2028,2,baseline,4272730
2035,TotalART15F,2029,1,intervention,4300130
2035,TotalART15F,2029,1,baseline,4300130
2035,TotalART15F,2029,2,intervention,4321230
2035,TotalART15F,2029,2,baseline,4321230
2035,TotalART15F,2030,1,intervention,4343660
2035,TotalART15F,2030,1,baseline,4343660
2035,TotalART15F,2030,2,intervention,4363730
2035,TotalART15F,2030,2,baseline,4363730
2035,TotalART15F,2031,1,intervention,4381980
2035,TotalART15F,2031,1,baseline,4381980
2035,TotalART15F,2031,2,intervention,4400800
2035,TotalART15F,2031,2,baseline,4400800
2035,TotalART15F,2032,1,intervention,4414880
2035,TotalART15F,2032,1,baseline,4414880
2035,TotalART15F,2032,2,intervention,4432290
2035,TotalART15F,2032,2,baseline,4432290
2035,TotalART15F,2033,1,intervention,4442650
2035,TotalART15F,2033,1,baseline,4442650
2035,TotalART15F,2033,2,intervention,4458540
2035,TotalART15F,2033,2,baseline,4458540
2035,TotalART15F,2034,1,intervention,4465330
2035,TotalART15F,2034,1,baseline,4465330
2035,TotalART15F,2034,2,intervention,4479600
2035,TotalART15F,2034,2,baseline,4479600
2035,TotalART15F,2035,1,intervention,4482930
2035,TotalART15F,2035,1,baseline,4482930
2035,TotalART15F,2035,2,intervention,4495500
2035,TotalART15F,2035,2,baseline,4495500
2035,TotalART15F,2036,1,intervention,4469030
2035,TotalART15F,2036,1,baseline,4495480
2035,TotalART15F,2036,2,intervention,4481810
2035,TotalART15F,2036,2,baseline,4506270
2035,TotalART15F,2037,1,intervention,4451490
2035,TotalART15F,2037,1,baseline,4503020
2035,TotalART15F,2037,2,intervention,4464140
2035,TotalART15F,2037,2,baseline,4511950
2035,TotalART15F,2038,1,intervention,4431450
2035,TotalART15F,2038,1,baseline,4505570
2035,TotalART15F,2038,2,intervention,4443580
2035,TotalART15F,2038,2,baseline,4512570
2035,TotalART15F,2039,1,intervention,4410500
2035,TotalART15F,2039,1,baseline,4503200
2035,TotalART15F,2039,2,intervention,4421640
2035,TotalART15F,2039,2,baseline,4508200
2035,TotalART15F,2040,1,intervention,4389390
2035,TotalART15F,2040,1,baseline,4495960
2035,TotalART15F,2040,2,intervention,4399070
2035,TotalART15F,2040,2,baseline,4498920
2035,TotalART15F,2041,1,intervention,4368220
2035,TotalART15F,2041,1,baseline,4483900
2035,TotalART15F,2041,2,intervention,4375990
2035,TotalART15F,2041,2,baseline,4484790
2035,TotalART15F,2042,1,intervention,4346660
2035,TotalART15F,2042,1,baseline,4467120
2035,TotalART15F,2042,2,intervention,4352140
2035,TotalART15F,2042,2,baseline,4465910
2035,TotalART15F,2043,1,intervention,4324250
2035,TotalART15F,2043,1,baseline,4445690
2035,TotalART15F,2043,2,intervention,4327100
2035,TotalART15F,2043,2,baseline,4442350
2035,TotalART15F,2044,1,intervention,4300470
2035,TotalART15F,2044,1,baseline,4419700
2035,TotalART15F,2044,2,intervention,4300400
2035,TotalART15F,2044,2,baseline,4414210
2035,TotalART15F,2045,1,intervention,4274900
2035,TotalART15F,2045,1,baseline,4389230
2035,TotalART15F,2045,2,intervention,4271640
2035,TotalART15F,2045,2,baseline,4381590
2035,TotalART15F,2046,1,intervention,4247170
2035,TotalART15F,2046,1,baseline,4354390
2035,TotalART15F,2046,2,intervention,4240480
2035,TotalART15F,2046,2,baseline,4344580
2035,TotalART15F,2047,1,intervention,4217010
2035,TotalART15F,2047,1,baseline,4315260
2035,TotalART15F,2047,2,intervention,4206640
2035,TotalART15F,2047,2,baseline,4303280
2035,TotalART15F,2048,1,intervention,4184230
2035,TotalART15F,2048,1,baseline,4271960
2035,TotalART15F,2048,2,intervention,4169960
2035,TotalART15F,2048,2,baseline,4257790
2035,TotalART15F,2049,1,intervention,4148730
2035,TotalART15F,2049,1,baseline,4224590
2035,TotalART15F,2049,2,intervention,4130330
2035,TotalART15F,2049,2,baseline,4208230
2035,TotalART15F,2050,1,intervention,4110430
2035,TotalART15F,2050,1,baseline,4173240
2035,TotalART15F,2050,2,intervention,4087680
2035,TotalART15F,2050,2,baseline,4154690
2035,TotalART15F,2051,1,intervention,4069340
2035,TotalART15F,2051,1,baseline,4118030
2035,TotalART15F,2051,2,intervention,4042020
2035,TotalART15F,2051,2,baseline,4097290
2035,TotalART15F,2052,1,intervention,4025460
2035,TotalART15F,2052,1,baseline,4059060
2035,TotalART15F,2052,2,intervention,3993370
2035,TotalART15F,2052,2,baseline,4036130
2035,TotalART15F,2053,1,intervention,3978810
2035,TotalART15F,2053,1,baseline,3996450
2035,TotalART15F,2053,2,intervention,3941760
2035,TotalART15F,2053,2,baseline,3971340
2035,TotalART15F,2054,1,intervention,3929430
2035,TotalART15F,2054,1,baseline,3930320
2035,TotalART15F,2054,2,intervention,3887220
2035,TotalART15F,2054,2,baseline,3903020
2035,TotalART15F,2055,1,intervention,3877370
2035,TotalART15F,2055,1,baseline,3860780
2035,TotalART15F,2055,2,intervention,3829820
2035,TotalART15F,2055,2,baseline,3831320
2035,TotalART15F,2056,1,intervention,3822690
2035,TotalART15F,2056,1,baseline,3787980
2035,TotalART15F,2056,2,intervention,3769640
2035,TotalART15F,2056,2,baseline,3756350
2035,TotalART15F,2057,1,intervention,3765490
2035,TotalART15F,2057,1,baseline,3712040
2035,TotalART15F,2057,2,intervention,3706770
2035,TotalART15F,2057,2,baseline,3678270
2035,TotalART15F,2058,1,intervention,3705860
2035,TotalART15F,2058,1,baseline,3633130
2035,TotalART15F,2058,2,intervention,3641340
2035,TotalART15F,2058,2,baseline,3597240
2035,TotalART15F,2059,1,intervention,3643940
2035,TotalART15F,2059,1,baseline,3551420
2035,TotalART15F,2059,2,intervention,3573490
2035,TotalART15F,2059,2,baseline,3513450
2035,TotalART15F,2060,1,intervention,3579870
2035,TotalART15F,2060,1,baseline,3467110
2035,TotalART15F,2060,2,intervention,3503390
2035,TotalART15F,2060,2,baseline,3427090
2035,TotalART15F,2061,1,intervention,3513840
2035,TotalART15F,2061,1,baseline,3380400
2035,TotalART15F,2061,2,intervention,3431220
2035,TotalART15F,2061,2,baseline,3338380
2035,TotalART15F,2062,1,intervention,3446030
2035,TotalART15F,2062,1,baseline,3291540
2035,TotalART15F,2062,2,intervention,3357200
2035,TotalART15F,2062,2,baseline,3247570
2035,TotalART15F,2063,1,intervention,3376670
2035,TotalART15F,2063,1,baseline,3200770
2035,TotalART15F,2063,2,intervention,3281550
2035,TotalART15F,2063,2,baseline,3154910
2035,TotalART15F,2064,1,intervention,3306000
2035,TotalART15F,2064,1,baseline,3108380
2035,TotalART15F,2064,2,intervention,3204560
2035,TotalART15F,2064,2,baseline,3060700
2035,TotalART15F,2065,1,intervention,3234300
2035,TotalART15F,2065,1,baseline,3014660
2035,TotalART15F,2065,2,intervention,3126490
2035,TotalART15F,2065,2,baseline,2965250
2035,TotalART15F,2066,1,intervention,3161860
2035,TotalART15F,2066,1,baseline,2919940
2035,TotalART15F,2066,2,intervention,3047660
2035,TotalART15F,2066,2,baseline,2868890
2035,TotalART15F,2067,1,intervention,3088960
2035,TotalART15F,2067,1,baseline,2824540
2035,TotalART15F,2067,2,intervention,2968380
2035,TotalART15F,2067,2,baseline,2771950
2035,TotalART15F,2068,1,intervention,3015930
2035,TotalART15F,2068,1,baseline,2728810
2035,TotalART15F,2068,2,intervention,2888970
2035,TotalART15F,2068,2,baseline,2674790
2035,TotalART15F,2069,1,intervention,2943060
2035,TotalART15F,2069,1,baseline,2633090
2035,TotalART15F,2069,2,intervention,2809760
2035,TotalART15F,2069,2,baseline,2577750
2035,TotalART15F,2070,1,intervention,2870650
2035,TotalART15F,2070,1,baseline,2537690
2035,TotalART15F,2070,2,intervention,2731060
2035,TotalART15F,2070,2,baseline,2481170
2035,TotalART15M,1985,1,intervention,0
2035,TotalART15M,1985,1,baseline,0
2035,TotalART15M,1985,2,intervention,0
2035,TotalART15M,1985,2,baseline,0
2035,TotalART15M,1986,1,intervention,0
2035,TotalART15M,1986,1,baseline,0
2035,TotalART15M,1986,2,intervention,0
2035,TotalART15M,1986,2,baseline,0
2035,TotalART15M,1987,1,intervention,0
2035,TotalART15M,1987,1,baseline,0
2035,TotalART15M,1987,2,intervention,0
2035,TotalART15M,1987,2,baseline,0
2035,TotalART15M,1988,1,intervention,0
2035,TotalART15M,1988,1,baseline,0
2035,TotalART15M,1988,2,intervention,0
2035,TotalART15M,1988,2,baseline,0
2035,TotalART15M,1989,1,intervention,0
2035,TotalART15M,1989,1,baseline,0
2035,TotalART15M,1989,2,intervention,0
2035,TotalART15M,1989,2,baseline,0
2035,TotalART15M,1990,1,intervention,0
2035,TotalART15M,1990,1,baseline,0
2035,TotalART15M,1990,2,intervention,0
2035,TotalART15M,1990,2,baseline,0
2035,TotalART15M,1991,1,intervention,0
2035,TotalART15M,1991,1,baseline,0
2035,TotalART15M,1991,2,intervention,0
2035,TotalART15M,1991,2,baseline,0
2035,TotalART15M,1992,1,intervention,0
2035,TotalART15M,1992,1,baseline,0
2035,TotalART15M,1992,2,intervention,0
2035,TotalART15M,1992,2,baseline,0
2035,TotalART15M,1993,1,intervention,0
2035,TotalART15M,1993,1,baseline,0
2035,TotalART15M,1993,2,intervention,0
2035,TotalART15M,1993,2,baseline,0
2035,TotalART15M,1994,1,intervention,0
2035,TotalART15M,1994,1,baseline,0
2035,TotalART15M,1994,2,intervention,0
2035,TotalART15M,1994,2,baseline,0
2035,TotalART15M,1995,1,intervention,0
2035,TotalART15M,1995,1,baseline,0
2035,TotalART15M,1995,2,intervention,0
2035,TotalART15M,1995,2,baseline,0
2035,TotalART15M,1996,1,intervention,0
2035,TotalART15M,1996,1,baseline,0
2035,TotalART15M,1996,2,intervention,0
2035,TotalART15M,1996,2,baseline,0
2035,TotalART15M,1997,1,intervention,0
2035,TotalART15M,1997,1,baseline,0
2035,TotalART15M,1997,2,intervention,0
2035,TotalART15M,1997,2,baseline,0
2035,TotalART15M,1998,1,intervention,0
2035,TotalART15M,1998,1,baseline,0
2035,TotalART15M,1998,2,intervention,0
2035,TotalART15M,1998,2,baseline,0
2035,TotalART15M,1999,1,intervention,0
2035,TotalART15M,1999,1,baseline,0
2035,TotalART15M,1999,2,intervention,0
2035,TotalART15M,1999,2,baseline,0
2035,TotalART15M,2000,1,intervention,0
2035,TotalART15M,2000,1,baseline,0
2035,TotalART15M,2000,2,intervention,0
2035,TotalART15M,2000,2,baseline,0
2035,TotalART15M,2001,1,intervention,1823.7
2035,TotalART15M,2001,1,baseline,1823.7
2035,TotalART15M,2001,2,intervention,1819.26
2035,TotalART15M,2001,2,baseline,1819.26
2035,TotalART15M,2002,1,intervention,3779.33
2035,TotalART15M,2002,1,baseline,3779.33
2035,TotalART15M,2002,2,intervention,3770.44
2035,TotalART15M,2002,2,baseline,3770.44
2035,TotalART15M,2003,1,intervention,6015.58
2035,TotalART15M,2003,1,baseline,6015.58
2035,TotalART15M,2003,2,intervention,6002.94
2035,TotalART15M,2003,2,baseline,6002.94
2035,TotalART15M,2004,1,intervention,8568.59
2035,TotalART15M,2004,1,baseline,8568.59
2035,TotalART15M,2004,2,intervention,8553.34
2035,TotalART15M,2004,2,baseline,8553.34
2035,TotalART15M,2005,1,intervention,24135.7
2035,TotalART15M,2005,1,baseline,24135.7
2035,TotalART15M,2005,2,intervention,24110
2035,TotalART15M,2005,2,baseline,24110
2035,TotalART15M,2006,1,intervention,47626.4
2035,TotalART15M,2006,1,baseline,47626.4
2035,TotalART15M,2006,2,intervention,47571.6
2035,TotalART15M,2006,2,baseline,47571.6
2035,TotalART15M,2007,1,intervention,83363.1
2035,TotalART15M,2007,1,baseline,83363.1
2035,TotalART15M,2007,2,intervention,83347.7
2035,TotalART15M,2007,2,baseline,83347.7
2035,TotalART15M,2008,1,intervention,133180
2035,TotalART15M,2008,1,baseline,133180
2035,TotalART15M,2008,2,intervention,133364
2035,TotalART15M,2008,2,baseline,133364
2035,TotalART15M,2009,1,intervention,195441
2035,TotalART15M,2009,1,baseline,195441
2035,TotalART15M,2009,2,intervention,195964
2035,TotalART15M,2009,2,baseline,195964
2035,TotalART15M,2010,1,intervention,288037
2035,TotalART15M,2010,1,baseline,288037
2035,TotalART15M,2010,2,intervention,289415
2035,TotalART15M,2010,2,baseline,289415
2035,TotalART15M,2011,1,intervention,416430
2035,TotalART15M,2011,1,baseline,416430
2035,TotalART15M,2011,2,intervention,419120
2035,TotalART15M,2011,2,baseline,419120
2035,TotalART15M,2012,1,intervention,579914
2035,TotalART15M,2012,1,baseline,579914
2035,TotalART15M,2012,2,intervention,583327
2035,TotalART15M,2012,2,baseline,583327
2035,TotalART15M,2013,1,intervention,730487
2035,TotalART15M,2013,1,baseline,730487
2035,TotalART15M,2013,2,intervention,734095
2035,TotalART15M,2013,2,baseline,734095
2035,TotalART15M,2014,1,intervention,852346
2035,TotalART15M,2014,1,baseline,852346
2035,TotalART15M,2014,2,intervention,854498
2035,TotalART15M,2014,2,baseline,854498
2035,TotalART15M,2015,1,intervention,979202
2035,TotalART15M,2015,1,baseline,979202
2035,TotalART15M,2015,2,intervention,981195
2035,TotalART15M,2015,2,baseline,981195
2035,TotalART15M,2016,1,intervention,1114070
2035,TotalART15M,2016,1,baseline,1114070
2035,TotalART15M,2016,2,intervention,1116840
2035,TotalART15M,2016,2,baseline,1116840
2035,TotalART15M,2017,1,intervention,1288320
2035,TotalART15M,2017,1,baseline,1288320
2035,TotalART15M,2017,2,intervention,1292200
2035,TotalART15M,2017,2,baseline,1292200
2035,TotalART15M,2018,1,intervention,1420090
2035,TotalART15M,2018,1,baseline,1420090
2035,TotalART15M,2018,2,intervention,1422810
2035,TotalART15M,2018,2,baseline,1422810
2035,TotalART15M,2019,1,intervention,1527920
2035,TotalART15M,2019,1,baseline,1527920
2035,TotalART15M,2019,2,intervention,1529010
2035,TotalART15M,2019,2,baseline,1529010
2035,TotalART15M,2020,1,intervention,1614930
2035,TotalART15M,2020,1,baseline,1614930
2035,TotalART15M,2020,2,intervention,1614450
2035,TotalART15M,2020,2,baseline,1614450
2035,TotalART15M,2021,1,intervention,1626860
2035,TotalART15M,2021,1,baseline,1626860
2035,TotalART15M,2021,2,intervention,1622710
2035,TotalART15M,2021,2,baseline,1622710
2035,TotalART15M,2022,1,intervention,1678330
2035,TotalART15M,2022,1,baseline,1678330
2035,TotalART15M,2022,2,intervention,1676790
2035,TotalART15M,2022,2,baseline,1676790
2035,TotalART15M,2023,1,intervention,1731910
2035,TotalART15M,2023,1,baseline,1731910
2035,TotalART15M,2023,2,intervention,1733480
2035,TotalART15M,2023,2,baseline,1733480
2035,TotalART15M,2024,1,intervention,1777180
2035,TotalART15M,2024,1,baseline,1777180
2035,TotalART15M,2024,2,intervention,1785580
2035,TotalART15M,2024,2,baseline,1785580
2035,TotalART15M,2025,1,intervention,1805360
2035,TotalART15M,2025,1,baseline,1805360
2035,TotalART15M,2025,2,intervention,1815020
2035,TotalART15M,2025,2,baseline,1815020
2035,TotalART15M,2026,1,intervention,1827680
2035,TotalART15M,2026,1,baseline,1827680
2035,TotalART15M,2026,2,intervention,1838370
2035,TotalART15M,2026,2,baseline,1838370
2035,TotalART15M,2027,1,intervention,1844170
2035,TotalART15M,2027,1,baseline,1844170
2035,TotalART15M,2027,2,intervention,1855630
2035,TotalART15M,2027,2,baseline,1855630
2035,TotalART15M,2028,1,intervention,1855980
2035,TotalART15M,2028,1,baseline,1855980
2035,TotalART15M,2028,2,intervention,1867960
2035,TotalART15M,2028,2,baseline,1867960
2035,TotalART15M,2029,1,intervention,1863680
2035,TotalART15M,2029,1,baseline,1863680
2035,TotalART15M,2029,2,intervention,1875940
2035,TotalART15M,2029,2,baseline,1875940
2035,TotalART15M,2030,1,intervention,1867290
2035,TotalART15M,2030,1,baseline,1867290
2035,TotalART15M,2030,2,intervention,1879600
2035,TotalART15M,2030,2,baseline,1879600
2035,TotalART15M,2031,1,intervention,1867560
2035,TotalART15M,2031,1,baseline,1867560
2035,TotalART15M,2031,2,intervention,1879730
2035,TotalART15M,2031,2,baseline,1879730
2035,TotalART15M,2032,1,intervention,1864560
2035,TotalART15M,2032,1,baseline,1864560
2035,TotalART15M,2032,2,intervention,1876460
2035,TotalART15M,2032,2,baseline,1876460
2035,TotalART15M,2033,1,intervention,1858770
2035,TotalART15M,2033,1,baseline,1858770
2035,TotalART15M,2033,2,intervention,1870300
2035,TotalART15M,2033,2,baseline,1870300
2035,TotalART15M,2034,1,intervention,1850390
2035,TotalART15M,2034,1,baseline,1850390
2035,TotalART15M,2034,2,intervention,1861480
2035,TotalART15M,2034,2,baseline,1861480
2035,TotalART15M,2035,1,intervention,1839560
2035,TotalART15M,2035,1,baseline,1839560
2035,TotalART15M,2035,2,intervention,1850160
2035,TotalART15M,2035,2,baseline,1850160
2035,TotalART15M,2036,1,intervention,1809000
2035,TotalART15M,2036,1,baseline,1826440
2035,TotalART15M,2036,2,intervention,1823090
2035,TotalART15M,2036,2,baseline,1836510
2035,TotalART15M,2037,1,intervention,1780790
2035,TotalART15M,2037,1,baseline,1811140
2035,TotalART15M,2037,2,intervention,1796680
2035,TotalART15M,2037,2,baseline,1820630
2035,TotalART15M,2038,1,intervention,1751990
2035,TotalART15M,2038,1,baseline,1793770
2035,TotalART15M,2038,2,intervention,1769190
2035,TotalART15M,2038,2,baseline,1802630
2035,TotalART15M,2039,1,intervention,1722520
2035,TotalART15M,2039,1,baseline,1774410
2035,TotalART15M,2039,2,intervention,1740690
2035,TotalART15M,2039,2,baseline,1782600
2035,TotalART15M,2040,1,intervention,1692660
2035,TotalART15M,2040,1,baseline,1753160
2035,TotalART15M,2040,2,intervention,1711500
2035,TotalART15M,2040,2,baseline,1760650
2035,TotalART15M,2041,1,intervention,1662620
2035,TotalART15M,2041,1,baseline,1730100
2035,TotalART15M,2041,2,intervention,1681860
2035,TotalART15M,2041,2,baseline,1736860
2035,TotalART15M,2042,1,intervention,1632520
2035,TotalART15M,2042,1,baseline,1705310
2035,TotalART15M,2042,2,intervention,1651910
2035,TotalART15M,2042,2,baseline,1711330
2035,TotalART15M,2043,1,intervention,1602380
2035,TotalART15M,2043,1,baseline,1678870
2035,TotalART15M,2043,2,intervention,1621700
2035,TotalART15M,2043,2,baseline,1684130
2035,TotalART15M,2044,1,intervention,1572170
2035,TotalART15M,2044,1,baseline,1650880
2035,TotalART15M,2044,2,intervention,1591250
2035,TotalART15M,2044,2,baseline,1655360
2035,TotalART15M,2045,1,intervention,1541870
2035,TotalART15M,2045,1,baseline,1621420
2035,TotalART15M,2045,2,intervention,1560530
2035,TotalART15M,2045,2,baseline,1625120
2035,TotalART15M,2046,1,intervention,1511410
2035,TotalART15M,2046,1,baseline,1590590
2035,TotalART15M,2046,2,intervention,1529520
2035,TotalART15M,2046,2,baseline,1593490
2035,TotalART15M,2047,1,intervention,1480760
2035,TotalART15M,2047,1,baseline,1558470
2035,TotalART15M,2047,2,intervention,1498170
2035,TotalART15M,2047,2,baseline,1560570
2035,TotalART15M,2048,1,intervention,1449870
2035,TotalART15M,2048,1,baseline,1525170
2035,TotalART15M,2048,2,intervention,1466470
2035,TotalART15M,2048,2,baseline,1526470
2035,TotalART15M,2049,1,intervention,1418750
2035,TotalART15M,2049,1,baseline,1490770
2035,TotalART15M,2049,2,intervention,1434430
2035,TotalART15M,2049,2,baseline,1491280
2035,TotalART15M,2050,1,intervention,1387380
2035,TotalART15M,2050,1,baseline,1455380
2035,TotalART15M,2050,2,intervention,1402040
2035,TotalART15M,2050,2,baseline,1455090
2035,TotalART15M,2051,1,intervention,1355810
2035,TotalART15M,2051,1,baseline,1419080
2035,TotalART15M,2051,2,intervention,1369350
2035,TotalART15M,2051,2,baseline,1418020
2035,TotalART15M,2052,1,intervention,1324060
2035,TotalART15M,2052,1,baseline,1381980
2035,TotalART15M,2052,2,intervention,1336390
2035,TotalART15M,2052,2,baseline,1380160
2035,TotalART15M,2053,1,intervention,1292160
2035,TotalART15M,2053,1,baseline,1344160
2035,TotalART15M,2053,2,intervention,1303210
2035,TotalART15M,2053,2,baseline,1341610
2035,TotalART15M,2054,1,intervention,1260160
2035,TotalART15M,2054,1,baseline,1305730
2035,TotalART15M,2054,2,intervention,1269850
2035,TotalART15M,2054,2,baseline,1302470
2035,TotalART15M,2055,1,intervention,1228090
2035,TotalART15M,2055,1,baseline,1266780
2035,TotalART15M,2055,2,intervention,1236370
2035,TotalART15M,2055,2,baseline,1262860
2035,TotalART15M,2056,1,intervention,1196010
2035,TotalART15M,2056,1,baseline,1227430
2035,TotalART15M,2056,2,intervention,1202830
2035,TotalART15M,2056,2,baseline,1222870
2035,TotalART15M,2057,1,intervention,1164000
2035,TotalART15M,2057,1,baseline,1187780
2035,TotalART15M,2057,2,intervention,1169300
2035,TotalART15M,2057,2,baseline,1182640
2035,TotalART15M,2058,1,intervention,1132110
2035,TotalART15M,2058,1,baseline,1147940
2035,TotalART15M,2058,2,intervention,1135870
2035,TotalART15M,2058,2,baseline,1142270
2035,TotalART15M,2059,1,intervention,1100440
2035,TotalART15M,2059,1,baseline,1108050
2035,TotalART15M,2059,2,intervention,1102620
2035,TotalART15M,2059,2,baseline,1101890
2035,TotalART15M,2060,1,intervention,1069070
2035,TotalART15M,2060,1,baseline,1068210
2035,TotalART15M,2060,2,intervention,1069660
2035,TotalART15M,2060,2,baseline,1061630
2035,TotalART15M,2061,1,intervention,1038080
2035,TotalART15M,2061,1,baseline,1028550
2035,TotalART15M,2061,2,intervention,1037070
2035,TotalART15M,2061,2,baseline,1021610
2035,TotalART15M,2062,1,intervention,1007570
2035,TotalART15M,2062,1,baseline,989183
2035,TotalART15M,2062,2,intervention,1004960
2035,TotalART15M,2062,2,baseline,981943
2035,TotalART15M,2063,1,intervention,977623
2035,TotalART15M,2063,1,baseline,950234
2035,TotalART15M,2063,2,intervention,973412
2035,TotalART15M,2063,2,baseline,942758
2035,TotalART15M,2064,1,intervention,948329
2035,TotalART15M,2064,1,baseline,911814
2035,TotalART15M,2064,2,intervention,942529
2035,TotalART15M,2064,2,baseline,904168
2035,TotalART15M,2065,1,intervention,919770
2035,TotalART15M,2065,1,baseline,874031
2035,TotalART15M,2065,2,intervention,912398
2035,TotalART15M,2065,2,baseline,866280
2035,TotalART15M,2066,1,intervention,892027
2035,TotalART15M,2066,1,baseline,836988
2035,TotalART15M,2066,2,intervention,883102
2035,TotalART15M,2066,2,baseline,829196
2035,TotalART15M,2067,1,intervention,865170
